Orthogroup	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0013900	Pocillopora_meandrina_HIv1___RNAseq.g17137.t1	Peve_00044521
OG0013901	Pocillopora_meandrina_HIv1___RNAseq.g17138.t1	Peve_00044520
OG0013902	Pocillopora_meandrina_HIv1___RNAseq.g17139.t1	Peve_00044519
OG0013903	Pocillopora_meandrina_HIv1___RNAseq.g17142.t1	Peve_00044530
OG0013904	Pocillopora_meandrina_HIv1___RNAseq.g17144.t1	Peve_00035059
OG0013907	Pocillopora_meandrina_HIv1___RNAseq.g17146.t1	Peve_00028192
OG0013908	Pocillopora_meandrina_HIv1___RNAseq.g17181.t1	Peve_00005725
OG0013909	Pocillopora_meandrina_HIv1___RNAseq.g17180.t1	Peve_00005727
OG0013910	Pocillopora_meandrina_HIv1___RNAseq.g17176.t1	Peve_00015936
OG0013911	Pocillopora_meandrina_HIv1___RNAseq.g17175.t1	Peve_00039473
OG0013912	Pocillopora_meandrina_HIv1___RNAseq.g17171.t1	Peve_00039464
OG0013913	Pocillopora_meandrina_HIv1___RNAseq.g17172.t1	Peve_00039461
OG0013915	Pocillopora_meandrina_HIv1___RNAseq.g17170.t1	Peve_00039460
OG0013916	Pocillopora_meandrina_HIv1___RNAseq.g17152.t1	Peve_00028188
OG0013917	Pocillopora_meandrina_HIv1___RNAseq.g17153.t1	Peve_00028189
OG0013918	Pocillopora_meandrina_HIv1___RNAseq.g17155.t1	Peve_00028191
OG0013919	Pocillopora_meandrina_HIv1___RNAseq.g17168.t1	Peve_00034541
OG0013920	Pocillopora_meandrina_HIv1___RNAseq.g17165.t1	Peve_00025077
OG0013921	Pocillopora_meandrina_HIv1___RNAseq.g17159.t1	Peve_00018719
OG0013922	Pocillopora_meandrina_HIv1___RNAseq.g17158.t1	Peve_00021753
OG0013923	Pocillopora_meandrina_HIv1___RNAseq.g17157.t1	Peve_00021752
OG0013924	Pocillopora_meandrina_HIv1___RNAseq.g17149.t1	Peve_00028203
OG0013925	Pocillopora_meandrina_HIv1___RNAseq.g17150.t1	Peve_00028204
OG0013926	Pocillopora_meandrina_HIv1___RNAseq.g17128.t1	Peve_00017245
OG0013928	Pocillopora_meandrina_HIv1___RNAseq.g17117.t1	Peve_00008555
OG0013929	Pocillopora_meandrina_HIv1___TS.g2888.t1	Peve_00022876
OG0013930	Pocillopora_meandrina_HIv1___RNAseq.g17115.t1	Peve_00028644
OG0013931	Pocillopora_meandrina_HIv1___RNAseq.g17110.t1	Peve_00010676
OG0013932	Pocillopora_meandrina_HIv1___RNAseq.g17107.t1	Peve_00010677
OG0013933	Pocillopora_meandrina_HIv1___RNAseq.g17287.t1	Peve_00023332
OG0013934	Pocillopora_meandrina_HIv1___RNAseq.g17286.t1	Peve_00023333
OG0013935	Pocillopora_meandrina_HIv1___RNAseq.g2589.t1	Peve_00012818
OG0013936	Pocillopora_meandrina_HIv1___RNAseq.g17285.t1	Peve_00023334
OG0013937	Pocillopora_meandrina_HIv1___RNAseq.g17268.t1	Peve_00023351
OG0013938	Pocillopora_meandrina_HIv1___RNAseq.g17262.t1	Peve_00023352
OG0013939	Pocillopora_meandrina_HIv1___TS.g3028.t1	Peve_00023360
OG0013940	Pocillopora_meandrina_HIv1___RNAseq.g17260.t1	Peve_00044890
OG0013942	Pocillopora_meandrina_HIv1___RNAseq.g17258.t1	Peve_00018825
OG0013943	Pocillopora_meandrina_HIv1___RNAseq.g17257.t1	Peve_00037904
OG0013945	Pocillopora_meandrina_HIv1___RNAseq.28516_t	Peve_00037897
OG0013946	Pocillopora_meandrina_HIv1___RNAseq.g17204.t1	Peve_00037895
OG0013947	Pocillopora_meandrina_HIv1___TS.g2973.t1	Peve_00037891
OG0013948	Pocillopora_meandrina_HIv1___RNAseq.g17206.t1	Peve_00037886
OG0013949	Pocillopora_meandrina_HIv1___RNAseq.g17207.t1	Peve_00038767
OG0013950	Pocillopora_meandrina_HIv1___RNAseq.g17208.t1	Peve_00038766
OG0013951	Pocillopora_meandrina_HIv1___RNAseq.g17307.t1	Peve_00038768
OG0013952	Pocillopora_meandrina_HIv1___RNAseq.g17212.t1	Peve_00038759
OG0013954	Pocillopora_meandrina_HIv1___RNAseq.g17309.t1	Peve_00018722
OG0013955	Pocillopora_meandrina_HIv1___RNAseq.g17310.t1	Peve_00020456
OG0013956	Pocillopora_meandrina_HIv1___RNAseq.g17312.t1	Peve_00018724
OG0013957	Pocillopora_meandrina_HIv1___RNAseq.g17315.t1	Peve_00019513
OG0013958	Pocillopora_meandrina_HIv1___RNAseq.g17317.t1	Peve_00019496
OG0013959	Pocillopora_meandrina_HIv1___RNAseq.g17321.t1	Peve_00019499
OG0013960	Pocillopora_meandrina_HIv1___RNAseq.g17234.t1	Peve_00019501
OG0013961	Pocillopora_meandrina_HIv1___RNAseq.g17322.t1	Peve_00019503
OG0013962	Pocillopora_meandrina_HIv1___RNAseq.g17323.t1	Peve_00019504
OG0013963	Pocillopora_meandrina_HIv1___RNAseq.g17324.t1	Peve_00019505
OG0013966	Pocillopora_meandrina_HIv1___RNAseq.g17334.t2	Peve_00013604
OG0013969	Pocillopora_meandrina_HIv1___RNAseq.g27314.t1	Peve_00035044
OG0013971	Pocillopora_meandrina_HIv1___RNAseq.g29896.t1b	Peve_00031307
OG0013975	Pocillopora_meandrina_HIv1___RNAseq.g17344.t1	Peve_00008453
OG0013976	Pocillopora_meandrina_HIv1___RNAseq.g17345.t1	Peve_00008452
OG0013977	Pocillopora_meandrina_HIv1___RNAseq.g17347.t1	Peve_00008446
OG0013978	Pocillopora_meandrina_HIv1___RNAseq.g17348.t1	Peve_00040199
OG0013979	Pocillopora_meandrina_HIv1___TS.g3111.t1	Peve_00043526
OG0013980	Pocillopora_meandrina_HIv1___RNAseq.g20156.t1	Peve_00018131
OG0013983	Pocillopora_meandrina_HIv1___TS.g3115.t1	Peve_00004644
OG0013984	Pocillopora_meandrina_HIv1___RNAseq.g6575.t1	Peve_00002691
OG0013985	Pocillopora_meandrina_HIv1___RNAseq.g17358.t1	Peve_00004650
OG0013986	Pocillopora_meandrina_HIv1___RNAseq.g17361.t1	Peve_00004642
OG0013987	Pocillopora_meandrina_HIv1___TS.g3120.t1	Peve_00004643
OG0013988	Pocillopora_meandrina_HIv1___RNAseq.g23592.t1	Peve_00000773
OG0013989	Pocillopora_meandrina_HIv1___RNAseq.g19719.t1	Peve_00028242
OG0013991	Pocillopora_meandrina_HIv1___RNAseq.g17363.t1	Peve_00004645
OG0013992	Pocillopora_meandrina_HIv1___TS.g3122.t1	Peve_00004646
OG0013993	Pocillopora_meandrina_HIv1___RNAseq.g17365.t1	Peve_00017913
OG0013996	Pocillopora_meandrina_HIv1___RNAseq.g21086.t1	Peve_00006240
OG0013998	Pocillopora_meandrina_HIv1___RNAseq.g30311.t1	Peve_00043684
OG0013999	Pocillopora_meandrina_HIv1___RNAseq.g6189.t1	Peve_00043683
OG0014000	Pocillopora_meandrina_HIv1___RNAseq.g6204.t1	Peve_00009122
OG0014001	Pocillopora_meandrina_HIv1___RNAseq.g30312.t1	Peve_00028183
OG0014002	Pocillopora_meandrina_HIv1___RNAseq.g30294.t1	Peve_00028178
OG0014003	Pocillopora_meandrina_HIv1___RNAseq.g30328.t1	Peve_00028169
OG0014005	Pocillopora_meandrina_HIv1___RNAseq.g6203.t1	Peve_00028161
OG0014006	Pocillopora_meandrina_HIv1___RNAseq.g30326.t1	Peve_00028159
OG0014008	Pocillopora_meandrina_HIv1___RNAseq.g30286.t1	Peve_00043627
OG0014009	Pocillopora_meandrina_HIv1___RNAseq.g30288.t1	Peve_00043626
OG0014010	Pocillopora_meandrina_HIv1___RNAseq.g30289.t1	Peve_00043625
OG0014011	Pocillopora_meandrina_HIv1___RNAseq.g30291.t1	Peve_00043622
OG0014012	Pocillopora_meandrina_HIv1___RNAseq.g30292.t1	Peve_00043621
OG0014013	Pocillopora_meandrina_HIv1___RNAseq.g30293.t1	Peve_00043619
OG0014014	Pocillopora_meandrina_HIv1___RNAseq.g30296.t1	Peve_00043612
OG0014015	Pocillopora_meandrina_HIv1___RNAseq.g1211.t1	Peve_00002729
OG0014016	Pocillopora_meandrina_HIv1___RNAseq.g10996.t1	Peve_00032092
OG0014021	Pocillopora_meandrina_HIv1___RNAseq.g30322.t1	Peve_00028185
OG0014022	Pocillopora_meandrina_HIv1___RNAseq.g30325.t1a	Peve_00028186
OG0014023	Pocillopora_meandrina_HIv1___RNAseq.g30324.t1	Peve_00028131
OG0014025	Pocillopora_meandrina_HIv1___RNAseq.g30321.t1	Peve_00028133
OG0014026	Pocillopora_meandrina_HIv1___RNAseq.g11212.t1	Peve_00043181
OG0014027	Pocillopora_meandrina_HIv1___RNAseq.g30319.t1	Peve_00028138
OG0014028	Pocillopora_meandrina_HIv1___RNAseq.g30318.t1	Peve_00028143
OG0014029	Pocillopora_meandrina_HIv1___RNAseq.g30316.t1	Peve_00028145
OG0014030	Pocillopora_meandrina_HIv1___TS.g24407.t2	Peve_00032684
OG0014031	Pocillopora_meandrina_HIv1___TS.g23938.t1b	Peve_00016087
OG0014032	Pocillopora_meandrina_HIv1___RNAseq.g5221.t1	Peve_00016090
OG0014033	Pocillopora_meandrina_HIv1___RNAseq.g5216.t1	Peve_00041866
OG0014034	Pocillopora_meandrina_HIv1___RNAseq.g5214.t1	Peve_00041875
OG0014035	Pocillopora_meandrina_HIv1___RNAseq.g5212.t1	Peve_00041864
OG0014036	Pocillopora_meandrina_HIv1___TS.g23927.t1	Peve_00041865
OG0014037	Pocillopora_meandrina_HIv1___RNAseq.g5202.t1	Peve_00041870
OG0014038	Pocillopora_meandrina_HIv1___RNAseq.g5200.t1	Peve_00041872
OG0014039	Pocillopora_meandrina_HIv1___RNAseq.g5199.t1	Peve_00032142
OG0014040	Pocillopora_meandrina_HIv1___RNAseq.g5197.t1	Peve_00043066
OG0014042	Pocillopora_meandrina_HIv1___RNAseq.g5195.t1	Peve_00043063
OG0014043	Pocillopora_meandrina_HIv1___RNAseq.g5193.t1	Peve_00043069
OG0014044	Pocillopora_meandrina_HIv1___RNAseq.g5192.t1	Peve_00043067
OG0014045	Pocillopora_meandrina_HIv1___TS.g278.t1	Peve_00044095
OG0014046	Pocillopora_meandrina_HIv1___RNAseq.g5188.t1	Peve_00015904
OG0014048	Pocillopora_meandrina_HIv1___RNAseq.g5187.t1	Peve_00001470
OG0014049	Pocillopora_meandrina_HIv1___RNAseq.g5186.t1	Peve_00001471
OG0014050	Pocillopora_meandrina_HIv1___RNAseq.11406_t	Peve_00036736
OG0014051	Pocillopora_meandrina_HIv1___RNAseq.g5181.t2	Peve_00036751
OG0014052	Pocillopora_meandrina_HIv1___TS.g23896.t1	Peve_00036737
OG0014053	Pocillopora_meandrina_HIv1___TS.g23895.t1	Peve_00036739
OG0014054	Pocillopora_meandrina_HIv1___TS.g23894.t1	Peve_00036740
OG0014055	Pocillopora_meandrina_HIv1___RNAseq.g5175.t1	Peve_00036741
OG0014057	Pocillopora_meandrina_HIv1___RNAseq.g5173.t1	Peve_00036747
OG0014058	Pocillopora_meandrina_HIv1___RNAseq.g5172.t1	Peve_00036748
OG0014059	Pocillopora_meandrina_HIv1___RNAseq.g5170.t1	Peve_00026531
OG0014060	Pocillopora_meandrina_HIv1___RNAseq.g5169.t1	Peve_00026529
OG0014061	Pocillopora_meandrina_HIv1___TS.g23886.t1b	Peve_00026523
OG0014062	Pocillopora_meandrina_HIv1___RNAseq.g5166.t1	Peve_00026521
OG0014063	Pocillopora_meandrina_HIv1___RNAseq.g5161.t1	Peve_00026518
OG0014064	Pocillopora_meandrina_HIv1___TS.g23876.t1	Peve_00026516
OG0014065	Pocillopora_meandrina_HIv1___RNAseq.11376_t	Peve_00026515
OG0014067	Pocillopora_meandrina_HIv1___RNAseq.g5146.t1	Peve_00026559
OG0014068	Pocillopora_meandrina_HIv1___RNAseq.g5084.t2	Peve_00026558
OG0014069	Pocillopora_meandrina_HIv1___RNAseq.g5083.t1	Peve_00026553
OG0014070	Pocillopora_meandrina_HIv1___RNAseq.g5081.t1	Peve_00026551
OG0014071	Pocillopora_meandrina_HIv1___RNAseq.g5080.t1	Peve_00026549
OG0014072	Pocillopora_meandrina_HIv1___RNAseq.g5079.t1	Peve_00026545
OG0014074	Pocillopora_meandrina_HIv1___RNAseq.g5077.t1	Peve_00026540
OG0014075	Pocillopora_meandrina_HIv1___RNAseq.g5092.t1	Peve_00026536
OG0014076	Pocillopora_meandrina_HIv1___RNAseq.g5100.t1	Peve_00026541
OG0014077	Pocillopora_meandrina_HIv1___RNAseq.g5107.t1	Peve_00004807
OG0014078	Pocillopora_meandrina_HIv1___RNAseq.g5114.t1	Peve_00004813
OG0014079	Pocillopora_meandrina_HIv1___RNAseq.g5115.t1	Peve_00004814
OG0014080	Pocillopora_meandrina_HIv1___TS.g23836.t1	Peve_00004815
OG0014081	Pocillopora_meandrina_HIv1___RNAseq.g5120.t1	Peve_00045248
OG0014082	Pocillopora_meandrina_HIv1___RNAseq.g5128.t1	Peve_00045246
OG0014083	Pocillopora_meandrina_HIv1___TS.g23851.t1	Peve_00022761
OG0014084	Pocillopora_meandrina_HIv1___RNAseq.g5133.t1	Peve_00022762
OG0014086	Pocillopora_meandrina_HIv1___RNAseq.g5140.t2	Peve_00022767
OG0014087	Pocillopora_meandrina_HIv1___RNAseq.g5141.t1	Peve_00022768
OG0014088	Pocillopora_meandrina_HIv1___RNAseq.g5142.t1	Peve_00022771
OG0014089	Pocillopora_meandrina_HIv1___RNAseq.g5143.t1	Peve_00022772
OG0014090	Pocillopora_meandrina_HIv1___TS.g23806.t2	Peve_00022775
OG0014091	Pocillopora_meandrina_HIv1___TS.g23807.t1	Peve_00022777
OG0014092	Pocillopora_meandrina_HIv1___RNAseq.g5088.t1	Peve_00022778
OG0014093	Pocillopora_meandrina_HIv1___RNAseq.g5089.t1	Peve_00022779
OG0014094	Pocillopora_meandrina_HIv1___RNAseq.g5091.t1	Peve_00022782
OG0014095	Pocillopora_meandrina_HIv1___RNAseq.g5072.t1	Peve_00021513
OG0014096	Pocillopora_meandrina_HIv1___RNAseq.g5071.t1	Peve_00021501
OG0014097	Pocillopora_meandrina_HIv1___TS.g23790.t1	Peve_00021502
OG0014098	Pocillopora_meandrina_HIv1___RNAseq.g5064.t2	Peve_00021504
OG0014099	Pocillopora_meandrina_HIv1___RNAseq.g5065.t1	Peve_00021507
OG0014100	Pocillopora_meandrina_HIv1___RNAseq.g5069.t1	Peve_00021514
OG0014101	Pocillopora_meandrina_HIv1___RNAseq.g5061.t1	Peve_00012524
OG0014102	Pocillopora_meandrina_HIv1___RNAseq.g5060.t1	Peve_00012523
OG0014103	Pocillopora_meandrina_HIv1___RNAseq.g5059.t1	Peve_00012522
OG0014104	Pocillopora_meandrina_HIv1___RNAseq.g5058.t1	Peve_00012520
OG0014105	Pocillopora_meandrina_HIv1___RNAseq.g5057.t1	Peve_00012519
OG0014106	Pocillopora_meandrina_HIv1___RNAseq.g5989.t1	Peve_00012514
OG0014107	Pocillopora_meandrina_HIv1___RNAseq.g5968.t1	Peve_00012513
OG0014108	Pocillopora_meandrina_HIv1___RNAseq.g5967.t1	Peve_00012512
OG0014110	Pocillopora_meandrina_HIv1___RNAseq.g5688.t1	Peve_00032682
OG0014111	Pocillopora_meandrina_HIv1___RNAseq.g5689.t1	Peve_00032681
OG0014112	Pocillopora_meandrina_HIv1___TS.g24410.t3a	Peve_00032680
OG0014113	Pocillopora_meandrina_HIv1___TS.g24410.t3b	Peve_00032679
OG0014114	Pocillopora_meandrina_HIv1___TS.g24411.t1	Peve_00032677
OG0014115	Pocillopora_meandrina_HIv1___RNAseq.g5693.t1	Peve_00032678
OG0014116	Pocillopora_meandrina_HIv1___RNAseq.g5686.t1	Peve_00043580
OG0014117	Pocillopora_meandrina_HIv1___RNAseq.g5685.t1	Peve_00043582
OG0014118	Pocillopora_meandrina_HIv1___TS.g24404.t1	Peve_00043583
OG0014119	Pocillopora_meandrina_HIv1___RNAseq.g5683.t1	Peve_00043571
OG0014120	Pocillopora_meandrina_HIv1___RNAseq.g5681.t1	Peve_00043574
OG0014121	Pocillopora_meandrina_HIv1___TS.g24400.t2a	Peve_00043575
OG0014122	Pocillopora_meandrina_HIv1___TS.g24400.t2b	Peve_00043578
OG0014123	Pocillopora_meandrina_HIv1___RNAseq.g5677.t1	Peve_00017754
OG0014124	Pocillopora_meandrina_HIv1___RNAseq.g5674.t1a	Peve_00017752
OG0014125	Pocillopora_meandrina_HIv1___RNAseq.g5666.t1	Peve_00015111
OG0014126	Pocillopora_meandrina_HIv1___RNAseq.g5665.t4	Peve_00015110
OG0014127	Pocillopora_meandrina_HIv1___TS.g24371.t1	Peve_00015108
OG0014128	Pocillopora_meandrina_HIv1___RNAseq.g5726.t1	Peve_00026337
OG0014129	Pocillopora_meandrina_HIv1___RNAseq.g5745.t1	Peve_00012833
OG0014130	Pocillopora_meandrina_HIv1___TS.g24464.t2	Peve_00012832
OG0014131	Pocillopora_meandrina_HIv1___RNAseq.g5779.t1	Peve_00013837
OG0014132	Pocillopora_meandrina_HIv1___RNAseq.g5778.t1	Peve_00013836
OG0014133	Pocillopora_meandrina_HIv1___RNAseq.g5776.t1	Peve_00013838
OG0014134	Pocillopora_meandrina_HIv1___RNAseq.g5768.t1	Peve_00008190
OG0014136	Pocillopora_meandrina_HIv1___RNAseq.g5767.t1	Peve_00008196
OG0014137	Pocillopora_meandrina_HIv1___TS.g24481.t1a	Peve_00008197
OG0014138	Pocillopora_meandrina_HIv1___TS.g24481.t1b	Peve_00008191
OG0014139	Pocillopora_meandrina_HIv1___RNAseq.g5761.t1	Peve_00029680
OG0014140	Pocillopora_meandrina_HIv1___TS.g24476.t1a	Peve_00018220
OG0014141	Pocillopora_meandrina_HIv1___RNAseq.g5756.t1	Peve_00002669
OG0014142	Pocillopora_meandrina_HIv1___RNAseq.g5755.t1	Peve_00002668
OG0014143	Pocillopora_meandrina_HIv1___RNAseq.g5753.t1a	Peve_00002662
OG0014144	Pocillopora_meandrina_HIv1___RNAseq.g5450.t1	Peve_00002661
OG0014145	Pocillopora_meandrina_HIv1___RNAseq.g5451.t1	Peve_00002672
OG0014146	Pocillopora_meandrina_HIv1___RNAseq.g5452.t1	Peve_00025698
OG0014147	Pocillopora_meandrina_HIv1___RNAseq.g5460.t1	Peve_00039096
OG0014148	Pocillopora_meandrina_HIv1___TS.g24210.t1	Peve_00000894
OG0014149	Pocillopora_meandrina_HIv1___RNAseq.g5493.t1	Peve_00040632
OG0014150	Pocillopora_meandrina_HIv1___RNAseq.g5506.t1	Peve_00040633
OG0014151	Pocillopora_meandrina_HIv1___RNAseq.g5508.t1	Peve_00029895
OG0014152	Pocillopora_meandrina_HIv1___RNAseq.g5510.t1	Peve_00029893
OG0014153	Pocillopora_meandrina_HIv1___RNAseq.g5511.t1	Peve_00043416
OG0014154	Pocillopora_meandrina_HIv1___RNAseq.g5512.t1c	Peve_00043415
OG0014155	Pocillopora_meandrina_HIv1___RNAseq.g5512.t1a	Peve_00043414
OG0014156	Pocillopora_meandrina_HIv1___RNAseq.g5513.t1	Peve_00043413
OG0014157	Pocillopora_meandrina_HIv1___RNAseq.g5514.t1	Peve_00043412
OG0014158	Pocillopora_meandrina_HIv1___RNAseq.g5525.t1	Peve_00043410
OG0014160	Pocillopora_meandrina_HIv1___RNAseq.g5531.t1	Peve_00045071
OG0014161	Pocillopora_meandrina_HIv1___RNAseq.g5534.t1	Peve_00023211
OG0014162	Pocillopora_meandrina_HIv1___RNAseq.g5535.t1	Peve_00023214
OG0014163	Pocillopora_meandrina_HIv1___RNAseq.g5536.t1	Peve_00023213
OG0014164	Pocillopora_meandrina_HIv1___RNAseq.g5545.t1	Peve_00010422
OG0014165	Pocillopora_meandrina_HIv1___RNAseq.g5563.t1	Peve_00010423
OG0014166	Pocillopora_meandrina_HIv1___TS.g24284.t1	Peve_00010425
OG0014167	Pocillopora_meandrina_HIv1___RNAseq.g5565.t1	Peve_00010427
OG0014168	Pocillopora_meandrina_HIv1___RNAseq.g5566.t1	Peve_00010428
OG0014169	Pocillopora_meandrina_HIv1___TS.g24287.t1	Peve_00010429
OG0014170	Pocillopora_meandrina_HIv1___RNAseq.g29845.t1	Peve_00037108
OG0014171	Pocillopora_meandrina_HIv1___RNAseq.g5570.t1	Peve_00019329
OG0014172	Pocillopora_meandrina_HIv1___RNAseq.g5569.t1	Peve_00019327
OG0014173	Pocillopora_meandrina_HIv1___TS.g24291.t1	Peve_00019330
OG0014174	Pocillopora_meandrina_HIv1___RNAseq.g5572.t1	Peve_00019321
OG0014175	Pocillopora_meandrina_HIv1___RNAseq.g5589.t1	Peve_00030270
OG0014176	Pocillopora_meandrina_HIv1___RNAseq.g5595.t1	Peve_00030275
OG0014177	Pocillopora_meandrina_HIv1___TS.g24318.t1	Peve_00030278
OG0014178	Pocillopora_meandrina_HIv1___RNAseq.g5598.t1	Peve_00030279
OG0014179	Pocillopora_meandrina_HIv1___TS.g24321.t1	Peve_00030282
OG0014180	Pocillopora_meandrina_HIv1___RNAseq.g5601.t1	Peve_00030284
OG0014182	Pocillopora_meandrina_HIv1___RNAseq.g5607.t1	Peve_00030290
OG0014183	Pocillopora_meandrina_HIv1___RNAseq.g5608.t1	Peve_00030292
OG0014184	Pocillopora_meandrina_HIv1___RNAseq.g5613.t1	Peve_00030297
OG0014185	Pocillopora_meandrina_HIv1___RNAseq.g5616.t1	Peve_00038987
OG0014186	Pocillopora_meandrina_HIv1___RNAseq.g5630.t1	Peve_00011072
OG0014187	Pocillopora_meandrina_HIv1___RNAseq.g5631.t4	Peve_00011073
OG0014188	Pocillopora_meandrina_HIv1___RNAseq.g5648.t1	Peve_00012646
OG0014189	Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a	Peve_00012649
OG0014190	Pocillopora_meandrina_HIv1___RNAseq.g5446.t1	Peve_00012647
OG0014191	Pocillopora_meandrina_HIv1___RNAseq.g5447.t1	Peve_00012644
OG0014192	Pocillopora_meandrina_HIv1___TS.g24761.t1	Peve_00031835
OG0014193	Pocillopora_meandrina_HIv1___RNAseq.g6049.t1	Peve_00031834
OG0014194	Pocillopora_meandrina_HIv1___RNAseq.g6051.t1	Peve_00031832
OG0014195	Pocillopora_meandrina_HIv1___RNAseq.g6060.t1	Peve_00031826
OG0014196	Pocillopora_meandrina_HIv1___RNAseq.g6059.t1	Peve_00031824
OG0014197	Pocillopora_meandrina_HIv1___RNAseq.g17917.t1	Peve_00013255
OG0014198	Pocillopora_meandrina_HIv1___RNAseq.g17916.t1	Peve_00013256
OG0014199	Pocillopora_meandrina_HIv1___RNAseq.21387_t	Peve_00037707
OG0014200	Pocillopora_meandrina_HIv1___RNAseq.g30038.t1	Peve_00037704
OG0014201	Pocillopora_meandrina_HIv1___RNAseq.g30040.t1	Peve_00037702
OG0014202	Pocillopora_meandrina_HIv1___RNAseq.g30042.t1	Peve_00037699
OG0014204	Pocillopora_meandrina_HIv1___RNAseq.g30190.t1	Peve_00013257
OG0014205	Pocillopora_meandrina_HIv1___RNAseq.g30047.t1	Peve_00040655
OG0014206	Pocillopora_meandrina_HIv1___RNAseq.g30046.t1	Peve_00040661
OG0014207	Pocillopora_meandrina_HIv1___RNAseq.g18234.t1	Peve_00004241
OG0014208	Pocillopora_meandrina_HIv1___RNAseq.g18295.t1	Peve_00004242
OG0014209	Pocillopora_meandrina_HIv1___RNAseq.g18236.t1	Peve_00004239
OG0014210	Pocillopora_meandrina_HIv1___RNAseq.g18237.t1	Peve_00004237
OG0014211	Pocillopora_meandrina_HIv1___RNAseq.g18238.t1	Peve_00004235
OG0014212	Pocillopora_meandrina_HIv1___RNAseq.g18219.t1	Peve_00035174
OG0014213	Pocillopora_meandrina_HIv1___TS.g21206.t1	Peve_00035173
OG0014214	Pocillopora_meandrina_HIv1___RNAseq.g18209.t1	Peve_00024800
OG0014215	Pocillopora_meandrina_HIv1___RNAseq.g18206.t1	Peve_00024803
OG0014216	Pocillopora_meandrina_HIv1___RNAseq.g18205.t1	Peve_00031842
OG0014217	Pocillopora_meandrina_HIv1___RNAseq.g18204.t2	Peve_00031843
OG0014218	Pocillopora_meandrina_HIv1___RNAseq.g6066.t1	Peve_00031844
OG0014219	Pocillopora_meandrina_HIv1___RNAseq.g6064.t1	Peve_00031821
OG0014220	Pocillopora_meandrina_HIv1___RNAseq.g6063.t2	Peve_00031822
OG0014221	Pocillopora_meandrina_HIv1___RNAseq.g6062.t1	Peve_00031823
OG0014222	Pocillopora_meandrina_HIv1___TS.g20904.t2	Peve_00013254
OG0014223	Pocillopora_meandrina_HIv1___RNAseq.g30201.t1	Peve_00013253
OG0014224	Pocillopora_meandrina_HIv1___TS.g22498.t1	Peve_00013252
OG0014225	Pocillopora_meandrina_HIv1___RNAseq.g30203.t1	Peve_00043673
OG0014226	Pocillopora_meandrina_HIv1___RNAseq.g17806.t1	Peve_00013260
OG0014227	Pocillopora_meandrina_HIv1___RNAseq.g30205.t1	Peve_00043665
OG0014228	Pocillopora_meandrina_HIv1___TS.g22502.t1	Peve_00043663
OG0014230	Pocillopora_meandrina_HIv1___RNAseq.27566_t	Peve_00043634
OG0014231	Pocillopora_meandrina_HIv1___RNAseq.g30254.t1	Peve_00043633
OG0014232	Pocillopora_meandrina_HIv1___RNAseq.g30256.t2	Peve_00028816
OG0014233	Pocillopora_meandrina_HIv1___RNAseq.g30257.t1	Peve_00028815
OG0014234	Pocillopora_meandrina_HIv1___RNAseq.g30258.t1	Peve_00028814
OG0014236	Pocillopora_meandrina_HIv1___TS.g22558.t1	Peve_00028811
OG0014237	Pocillopora_meandrina_HIv1___RNAseq.g30262.t1	Peve_00028810
OG0014238	Pocillopora_meandrina_HIv1___RNAseq.g30263.t1	Peve_00028808
OG0014239	Pocillopora_meandrina_HIv1___RNAseq.g30267.t1	Peve_00028791
OG0014240	Pocillopora_meandrina_HIv1___RNAseq.g30268.t1	Peve_00028828
OG0014241	Pocillopora_meandrina_HIv1___RNAseq.g30270.t1	Peve_00041128
OG0014242	Pocillopora_meandrina_HIv1___RNAseq.g30271.t1	Peve_00041126
OG0014243	Pocillopora_meandrina_HIv1___RNAseq.g30276.t1	Peve_00041130
OG0014244	Pocillopora_meandrina_HIv1___TS.g22573.t1	Peve_00041125
OG0014245	Pocillopora_meandrina_HIv1___RNAseq.g25906.t1	Peve_00041120
OG0014246	Pocillopora_meandrina_HIv1___RNAseq.g5695.t1	Peve_00001041
OG0014247	Pocillopora_meandrina_HIv1___RNAseq.g5696.t1a	Peve_00001044
OG0014249	Pocillopora_meandrina_HIv1___RNAseq.g5928.t1b	Peve_00013548
OG0014250	Pocillopora_meandrina_HIv1___RNAseq.g5930.t1	Peve_00013552
OG0014251	Pocillopora_meandrina_HIv1___RNAseq.g5943.t1	Peve_00013570
OG0014252	Pocillopora_meandrina_HIv1___RNAseq.g5941.t1	Peve_00013568
OG0014253	Pocillopora_meandrina_HIv1___RNAseq.g5935.t1	Peve_00013564
OG0014254	Pocillopora_meandrina_HIv1___RNAseq.g5936.t2a	Peve_00024067
OG0014255	Pocillopora_meandrina_HIv1___RNAseq.g5934.t1	Peve_00013563
OG0014256	Pocillopora_meandrina_HIv1___RNAseq.g6023.t1	Peve_00012448
OG0014257	Pocillopora_meandrina_HIv1___RNAseq.g6024.t1	Peve_00012447
OG0014258	Pocillopora_meandrina_HIv1___RNAseq.g6025.t1	Peve_00012446
OG0014259	Pocillopora_meandrina_HIv1___RNAseq.g6026.t1	Peve_00012445
OG0014260	Pocillopora_meandrina_HIv1___RNAseq.g6027.t1	Peve_00012451
