# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/07-Peve-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/07-Peve-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Peve-Hisat/RNA-POR-71.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-73.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-76.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-79.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Peve-Hisat/RNA-POR-71.sorted.bam	../output/06-Peve-Hisat/RNA-POR-73.sorted.bam	../output/06-Peve-Hisat/RNA-POR-76.sorted.bam	../output/06-Peve-Hisat/RNA-POR-79.sorted.bam	../output/06-Peve-Hisat/RNA-POR-82.sorted.bam
lncRNA_5824	Porites_evermani_scaffold_6	145472	145685	+	214	0	0	28	0	0
lncRNA_5825	Porites_evermani_scaffold_61	31411	43788	+	12378	0	0	0	0	0
lncRNA_5826	Porites_evermani_scaffold_61	31411	43788	+	12378	0	0	0	0	0
lncRNA_5827	Porites_evermani_scaffold_61	32928	45891	+	12964	22	0	22	0	70
lncRNA_5828	Porites_evermani_scaffold_61	624742	625438	+	697	280	139	429	120	332
lncRNA_5829	Porites_evermani_scaffold_61	91533	93796	+	2264	0	0	0	0	2
lncRNA_5831	Porites_evermani_scaffold_61;Porites_evermani_scaffold_61	341521;412657	341753;412985	+;+	562	2	0	0	0	12
lncRNA_5832	Porites_evermani_scaffold_61	416888	417134	+	247	0	0	0	0	0
lncRNA_5833	Porites_evermani_scaffold_61	597251	597469	+	219	33	0	33	0	12
lncRNA_5834	Porites_evermani_scaffold_611	71562	76882	+	5321	0	0	0	0	0
lncRNA_5835	Porites_evermani_scaffold_611	71562	92951	+	21390	0	0	0	0	0
lncRNA_5836	Porites_evermani_scaffold_611	71562	115172	+	43611	0	0	0	0	0
lncRNA_5837	Porites_evermani_scaffold_611	71562	118395	+	46834	0	0	0	0	0
lncRNA_5838	Porites_evermani_scaffold_611	71741	115172	+	43432	0	0	0	0	0
lncRNA_5839	Porites_evermani_scaffold_611	71741	118395	+	46655	0	0	0	0	0
lncRNA_5841	Porites_evermani_scaffold_611;Porites_evermani_scaffold_611	71778;71778	92951;92951	+;+	21174	0	0	0	0	0
lncRNA_5842	Porites_evermani_scaffold_611	71778	118395	+	46618	0	0	0	0	0
lncRNA_5843	Porites_evermani_scaffold_611	128941	131335	+	2395	0	0	0	0	0
lncRNA_5844	Porites_evermani_scaffold_611	21121	21738	+	618	0	0	0	0	0
lncRNA_5845	Porites_evermani_scaffold_6117	6418	8366	+	1949	0	0	37	19	21
lncRNA_5846	Porites_evermani_scaffold_611	55224	55443	+	220	0	0	0	16	0
lncRNA_5847	Porites_evermani_scaffold_611	81536	81756	+	221	0	0	0	0	0
lncRNA_5848	Porites_evermani_scaffold_6119	7454	8126	+	673	138	44	189	112	194
lncRNA_5849	Porites_evermani_scaffold_612	77831	79966	+	2136	46	13	92	25	44
lncRNA_5851	Porites_evermani_scaffold_612;Porites_evermani_scaffold_613	129525;62674	129928;65191	+;+	2922	0	0	0	0	0
lncRNA_5852	Porites_evermani_scaffold_613	16654	16873	+	220	148	50	21	50	113
lncRNA_5853	Porites_evermani_scaffold_6131	5	1356	+	1352	0	0	0	0	0
lncRNA_5854	Porites_evermani_scaffold_6131	1951	2237	+	287	0	0	0	0	0
lncRNA_5855	Porites_evermani_scaffold_6133	1	341	+	341	0	0	0	4	2
lncRNA_5856	Porites_evermani_scaffold_6134	6691	7879	+	1189	4	0	0	3	28
lncRNA_5857	Porites_evermani_scaffold_6139	1716	2777	+	1062	0	0	0	0	0
lncRNA_5858	Porites_evermani_scaffold_614	52349	52917	+	569	0	0	0	0	0
lncRNA_5859	Porites_evermani_scaffold_6148	752	3592	+	2841	0	2	0	0	0
lncRNA_5861	Porites_evermani_scaffold_6149;Porites_evermani_scaffold_6149	6142;6168	8167;8167	+;+	2026	7	0	16	0	0
lncRNA_5862	Porites_evermani_scaffold_6152	7365	8154	+	790	0	0	0	0	0
lncRNA_5863	Porites_evermani_scaffold_6155	1859	2417	+	559	0	0	0	0	0
lncRNA_5864	Porites_evermani_scaffold_6159	6268	7431	+	1164	0	0	0	0	0
lncRNA_5865	Porites_evermani_scaffold_616	118981	119191	+	211	2	0	11	10	0
lncRNA_5866	Porites_evermani_scaffold_616	121213	121853	+	641	0	0	0	0	0
lncRNA_5867	Porites_evermani_scaffold_616	121485	121724	+	240	0	0	0	0	0
lncRNA_5868	Porites_evermani_scaffold_616	131332	131619	+	288	0	0	0	0	0
lncRNA_5869	Porites_evermani_scaffold_616	138319	138529	+	211	0	0	0	0	0
lncRNA_5871	Porites_evermani_scaffold_616;Porites_evermani_scaffold_616	171412;196111	171684;196279	+;+	442	0	0	0	0	2
lncRNA_5872	Porites_evermani_scaffold_616	197751	197973	+	223	0	0	0	0	0
lncRNA_5873	Porites_evermani_scaffold_616	216781	217136	+	356	0	0	0	0	0
lncRNA_5874	Porites_evermani_scaffold_6167	36	1617	+	1582	0	0	12	0	0
lncRNA_5875	Porites_evermani_scaffold_617	68111	68387	+	277	0	0	0	0	0
lncRNA_5876	Porites_evermani_scaffold_6172	1825	3677	+	1853	0	0	0	0	0
lncRNA_5877	Porites_evermani_scaffold_618	7251	32598	+	25348	0	0	0	0	0
lncRNA_5878	Porites_evermani_scaffold_618	7251	32598	+	25348	0	0	0	0	0
lncRNA_5879	Porites_evermani_scaffold_618	9122	11269	+	2148	0	0	0	0	0
lncRNA_5881	Porites_evermani_scaffold_618;Porites_evermani_scaffold_618	151986;151986	162975;162975	+;+	10990	0	0	0	0	0
lncRNA_5882	Porites_evermani_scaffold_618	151986	164121	+	12136	0	0	0	0	0
lncRNA_5883	Porites_evermani_scaffold_618	152886	162975	+	10090	0	0	0	0	0
lncRNA_5884	Porites_evermani_scaffold_618	124251	124846	+	596	0	0	0	0	0
lncRNA_5885	Porites_evermani_scaffold_618	32721	32941	+	221	0	0	0	0	0
lncRNA_5886	Porites_evermani_scaffold_618	216488	216717	+	230	0	0	0	0	0
lncRNA_5887	Porites_evermani_scaffold_6188	6157	7537	+	1381	0	0	0	1	3
lncRNA_5888	Porites_evermani_scaffold_619	93116	93335	+	220	138	27	3	26	69
lncRNA_5889	Porites_evermani_scaffold_619	166751	167461	+	711	0	0	0	0	0
lncRNA_5891	Porites_evermani_scaffold_61;Porites_evermani_scaffold_61	275989;492614	276947;494177	+;+	2523	1152	853	551	829	1387
lncRNA_5892	Porites_evermani_scaffold_61	86781	88819	+	2039	36	8	158	41	71
lncRNA_5893	Porites_evermani_scaffold_61	323314	328147	+	4834	77	52	26	13	193
lncRNA_5894	Porites_evermani_scaffold_61	328212	335124	+	6913	50	25	0	20	60
lncRNA_5895	Porites_evermani_scaffold_61	22821	23161	+	341	14	0	37	0	107
lncRNA_5896	Porites_evermani_scaffold_61	24397	24915	+	519	76	1	96	0	316
lncRNA_5897	Porites_evermani_scaffold_61	85691	86123	+	433	6	2	67	2	4
lncRNA_5898	Porites_evermani_scaffold_61	251484	251722	+	239	1	2	6	20	10
lncRNA_5899	Porites_evermani_scaffold_61	315978	317198	+	1221	184	154	75	99	144
lncRNA_5911	Porites_evermani_scaffold_611;Porites_evermani_scaffold_6111;Porites_evermani_scaffold_6118;Porites_evermani_scaffold_6118	49132;1;3989;5112	49264;1621;4291;5415	+;+;+;+	2361	36	8	71	17	18
lncRNA_5912	Porites_evermani_scaffold_6111;Porites_evermani_scaffold_6118	5611;6653	5886;7713	+;+	1337	87	5	160	16	92
lncRNA_5913	Porites_evermani_scaffold_611;Porites_evermani_scaffold_612	118277;139483	153129;141681	+;+	37052	131	49	285	143	419
lncRNA_5914	Porites_evermani_scaffold_611;Porites_evermani_scaffold_6123	137113;6211	151132;6851	+;+	14661	81	66	0	42	211
lncRNA_5915	Porites_evermani_scaffold_611;Porites_evermani_scaffold_613	155112;111465	165282;112275	+;+	10982	25	28	114	13	18
lncRNA_5916	Porites_evermani_scaffold_6139;Porites_evermani_scaffold_6111	1;5976	6159;6887	+;+	7071	824	246	757	554	1223
lncRNA_5917	Porites_evermani_scaffold_614;Porites_evermani_scaffold_6111	61258;1	82211;1333	+;+	22287	5	101	12	9	372
lncRNA_5918	Porites_evermani_scaffold_6113	13	2145	+	2133	0	0	0	0	0
lncRNA_5919	Porites_evermani_scaffold_614;Porites_evermani_scaffold_6113	31588;13	32127;3181	+;+	3709	0	10	45	0	6
lncRNA_5921	Porites_evermani_scaffold_614;Porites_evermani_scaffold_614	95324;99131	95614;112336	+;+	13497	12	32	174	25	662
lncRNA_5922	Porites_evermani_scaffold_614	145232	145443	+	212	0	0	41	0	0
lncRNA_5923	Porites_evermani_scaffold_6141	3615	7658	+	4044	25	13	31	13	15
lncRNA_5924	Porites_evermani_scaffold_6148	6324	6526	+	203	39	37	35	20	25
lncRNA_5925	Porites_evermani_scaffold_615	218117	218278	+	162	0	4	32	6	1
lncRNA_5926	Porites_evermani_scaffold_6157	4935	5648	+	714	7	9	24	24	87
lncRNA_5927	Porites_evermani_scaffold_6158	5597	5811	+	215	7	3	34	0	13
lncRNA_5928	Porites_evermani_scaffold_616	151371	158155	+	6785	3	0	76	6	2
lncRNA_5929	Porites_evermani_scaffold_616	114639	116423	+	1785	280	70	0	0	345
lncRNA_5931	Porites_evermani_scaffold_6162;Porites_evermani_scaffold_6163	6978;3789	7191;7335	+;+	3761	378	103	978	511	489
lncRNA_5932	Porites_evermani_scaffold_6164	1532	1895	+	364	21	6	64	0	12
lncRNA_5933	Porites_evermani_scaffold_6168	13	1126	+	1114	97	125	42	0	89
lncRNA_5934	Porites_evermani_scaffold_6173	169	3411	+	3243	0	0	0	0	0
lncRNA_5935	Porites_evermani_scaffold_6173	169	5981	+	5813	0	15	0	16	18
lncRNA_5936	Porites_evermani_scaffold_6174	4512	7259	+	2748	0	104	8	345	419
lncRNA_5937	Porites_evermani_scaffold_6177	776	2931	+	2156	2	327	0	4	14
lncRNA_5938	Porites_evermani_scaffold_618	212496	221283	+	8788	83	3	31	6	175
lncRNA_5939	Porites_evermani_scaffold_6184	916	4741	+	3826	51	18	33	46	71
lncRNA_5941	Porites_evermani_scaffold_6184;Porites_evermani_scaffold_6187	381;5514	696;5957	+;+	760	590	242	536	289	553
lncRNA_5942	Porites_evermani_scaffold_6188	6797	7197	+	401	0	0	0	0	0
lncRNA_5943	Porites_evermani_scaffold_6189	1	1724	+	1724	40	0	56	0	77
lncRNA_5944	Porites_evermani_scaffold_619	128779	129112	+	334	5	2	29	9	20
lncRNA_5945	Porites_evermani_scaffold_6191	4156	5779	+	1624	90	16	487	224	98
lncRNA_5946	Porites_evermani_scaffold_6191	6113	6347	+	235	4	0	52	1	0
lncRNA_5947	Porites_evermani_scaffold_6194	31	274	+	244	0	6	28	0	0
lncRNA_5948	Porites_evermani_scaffold_6199	6191	6625	+	435	35	0	53	2	0
lncRNA_5949	Porites_evermani_scaffold_62	1964	3397	+	1434	23	5	30	4	0
lncRNA_5951	Porites_evermani_scaffold_62;Porites_evermani_scaffold_62	65668;212137	67911;212855	+;+	2963	53	6	15	0	67
lncRNA_5952	Porites_evermani_scaffold_62	4138	4516	+	379	90	7	122	57	32
lncRNA_5953	Porites_evermani_scaffold_62	262679	263115	+	437	83	25	99	74	79
lncRNA_5954	Porites_evermani_scaffold_62	264331	264648	+	318	0	0	39	0	3
lncRNA_5955	Porites_evermani_scaffold_62	622319	624311	+	1993	445	66	385	196	442
lncRNA_5956	Porites_evermani_scaffold_621	113943	114331	+	389	26	4	0	5	44
lncRNA_5957	Porites_evermani_scaffold_621	88246	88482	+	237	0	0	0	0	0
lncRNA_5958	Porites_evermani_scaffold_621	99819	111521	+	11703	160	59	36	75	93
lncRNA_5959	Porites_evermani_scaffold_6211	2118	2427	+	310	1	3	3	5	2
lncRNA_5961	Porites_evermani_scaffold_6214;Porites_evermani_scaffold_6214	1;5784	1297;6923	+;+	2437	0	1	0	12	0
lncRNA_5962	Porites_evermani_scaffold_6216	4133	6117	+	1985	0	0	0	0	0
lncRNA_5963	Porites_evermani_scaffold_621	75311	77978	+	2668	2678	865	1305	2129	7075
lncRNA_5964	Porites_evermani_scaffold_621	22562	22955	+	394	0	0	48	0	1
lncRNA_5965	Porites_evermani_scaffold_621	192382	192632	+	251	11	0	23	15	16
lncRNA_5966	Porites_evermani_scaffold_622	116615	118139	+	1525	0	0	0	0	0
lncRNA_5967	Porites_evermani_scaffold_622	115222	125911	+	10690	0	0	0	0	0
lncRNA_5968	Porites_evermani_scaffold_622	115222	125911	+	10690	0	0	0	0	0
lncRNA_5969	Porites_evermani_scaffold_622	115222	125911	+	10690	0	0	0	0	0
lncRNA_5971	Porites_evermani_scaffold_622;Porites_evermani_scaffold_622	115222;115224	125911;125911	+;+	10690	0	0	0	0	0
lncRNA_5972	Porites_evermani_scaffold_622	115259	125911	+	10653	0	0	0	0	0
lncRNA_5973	Porites_evermani_scaffold_622	115259	125911	+	10653	0	0	0	0	0
lncRNA_5975	Porites_evermani_scaffold_6226	131	6763	+	6633	255	111	6	235	2
lncRNA_5976	Porites_evermani_scaffold_6228	1	251	+	251	71	31	68	7	118
lncRNA_5977	Porites_evermani_scaffold_6228	1351	3351	+	2001	1090	633	1488	762	1658
lncRNA_5978	Porites_evermani_scaffold_623	7547	11564	+	4018	38	0	197	30	12
lncRNA_5979	Porites_evermani_scaffold_623	18646	18857	+	212	0	0	24	0	0
lncRNA_5981	Porites_evermani_scaffold_6235;Porites_evermani_scaffold_6235	719;4416	1566;4788	+;+	1221	179	153	910	122	185
lncRNA_5982	Porites_evermani_scaffold_6236	5599	5824	+	226	4	2	27	4	3
lncRNA_5983	Porites_evermani_scaffold_624	185313	191867	+	6555	0	0	0	0	0
lncRNA_5984	Porites_evermani_scaffold_624	185326	191867	+	6542	0	0	0	0	0
lncRNA_5985	Porites_evermani_scaffold_624	218226	218524	+	299	0	0	26	0	25
lncRNA_5986	Porites_evermani_scaffold_625	45614	46214	+	601	82	0	112	22	28
lncRNA_5987	Porites_evermani_scaffold_625	64131	65141	+	1011	176	37	0	16	84
lncRNA_5988	Porites_evermani_scaffold_6251	17	4115	+	4099	29	0	192	23	32
lncRNA_5989	Porites_evermani_scaffold_6251	4572	5951	+	1380	12	3	32	9	9
lncRNA_5991	Porites_evermani_scaffold_6258;Porites_evermani_scaffold_6258	1;4737	1794;6388	+;+	3446	18	24	88	43	17706
lncRNA_5992	Porites_evermani_scaffold_626	171186	177114	+	5929	24	909	89	475	189
lncRNA_5993	Porites_evermani_scaffold_626	171217	173627	+	2411	0	0	0	0	0
lncRNA_5994	Porites_evermani_scaffold_6264	1311	5898	+	4588	9	4	85	41	79
lncRNA_5995	Porites_evermani_scaffold_627	84216	84418	+	203	47	21	8	1	20
lncRNA_5999	Porites_evermani_scaffold_628	115773	118674	+	2902	1060	373	938	446	1017
lncRNA_6111	Porites_evermani_scaffold_6285;Porites_evermani_scaffold_6292;Porites_evermani_scaffold_6315;Porites_evermani_scaffold_6317;Porites_evermani_scaffold_6471;Porites_evermani_scaffold_648;Porites_evermani_scaffold_65;Porites_evermani_scaffold_65	5271;1;791;1;1422;13691;433159;535578	5628;783;2822;1116;2833;15255;434623;537791	+;+;+;+;+;+;+;+	10945	1824	1852	2322	1624	3333
lncRNA_6112	Porites_evermani_scaffold_6299;Porites_evermani_scaffold_632;Porites_evermani_scaffold_648;Porites_evermani_scaffold_65	5118;57941;4748;232117	5881;58181;4961;232521	+;+;+;+	1624	90	42	88	200	304
lncRNA_6113	Porites_evermani_scaffold_63;Porites_evermani_scaffold_632;Porites_evermani_scaffold_6484;Porites_evermani_scaffold_65	99974;117115;2591;235817	111191;117542;5536;238322	+;+;+;+	17098	269	189	574	538	191
lncRNA_6114	Porites_evermani_scaffold_63;Porites_evermani_scaffold_6323;Porites_evermani_scaffold_6484;Porites_evermani_scaffold_65	137411;419;1141;255651	137635;2946;1526;256553	+;+;+;+	4042	207	107	187	519	81
lncRNA_6115	Porites_evermani_scaffold_631;Porites_evermani_scaffold_6328;Porites_evermani_scaffold_649;Porites_evermani_scaffold_65	17263;322;32425;263569	17532;715;32696;267571	+;+;+;+	4939	918	51	557	217	94
lncRNA_6116	Porites_evermani_scaffold_631;Porites_evermani_scaffold_6329;Porites_evermani_scaffold_6493;Porites_evermani_scaffold_65	63796;817;1;311662	64666;4162;1418;312434	+;+;+;+	6408	733	186	161	203	713
lncRNA_6117	Porites_evermani_scaffold_631;Porites_evermani_scaffold_633;Porites_evermani_scaffold_6495;Porites_evermani_scaffold_65	151631;118861;433;421241	151865;119355;5519;421453	+;+;+;+	6030	418	116	818	531	507
lncRNA_6118	Porites_evermani_scaffold_631;Porites_evermani_scaffold_6332;Porites_evermani_scaffold_6499;Porites_evermani_scaffold_65	156674;9;1;474128	156945;2695;2688;474342	+;+;+;+	5862	3753	1002	179	490	2861
lncRNA_6119	Porites_evermani_scaffold_6311;Porites_evermani_scaffold_6333;Porites_evermani_scaffold_6499;Porites_evermani_scaffold_651	1;3767;3753;68976	1121;5852;5499;69199	+;+;+;+	5178	261	473	101	182	269
lncRNA_6121	Porites_evermani_scaffold_6334;Porites_evermani_scaffold_6334;Porites_evermani_scaffold_6514;Porites_evermani_scaffold_6514	2293;2848;1212;1212	4761;4761;4784;4784	+;+;+;+	6042	8041	42	54	561	7179
lncRNA_6122	Porites_evermani_scaffold_6334;Porites_evermani_scaffold_6514	583;281	1628;611	+;+	1377	0	0	0	0	253
lncRNA_6123	Porites_evermani_scaffold_634;Porites_evermani_scaffold_651	51317;211555	53831;213183	+;+	4144	625	184	640	355	1127
lncRNA_6124	Porites_evermani_scaffold_634;Porites_evermani_scaffold_651	169876;14	171179;815	+;+	2106	49	122	20	41	533
lncRNA_6125	Porites_evermani_scaffold_634;Porites_evermani_scaffold_6511	113186;1137	113581;5117	+;+	4377	51	32	9	49	119
lncRNA_6126	Porites_evermani_scaffold_6342;Porites_evermani_scaffold_6513	3273;1495	4972;1888	+;+	2094	5451	29	108	43	8121
lncRNA_6127	Porites_evermani_scaffold_6345;Porites_evermani_scaffold_6516	1661;4811	5885;5188	+;+	4603	23	12	160	19	52
lncRNA_6128	Porites_evermani_scaffold_6348;Porites_evermani_scaffold_652	37;51547	1241;51799	+;+	1458	29	18	144	9	41
lncRNA_6129	Porites_evermani_scaffold_635;Porites_evermani_scaffold_6524	3613;2921	8593;5453	+;+	7514	72	93	72	26	235
lncRNA_6131	Porites_evermani_scaffold_635;Porites_evermani_scaffold_635;Porites_evermani_scaffold_6526;Porites_evermani_scaffold_6526	73;12445;19;2723	2828;12766;1352;5355	+;+;+;+	7045	13	61	30	8	19
lncRNA_6132	Porites_evermani_scaffold_635;Porites_evermani_scaffold_653	62722;62513	62987;63943	+;+	1697	1	2	28	7	7
lncRNA_6133	Porites_evermani_scaffold_635;Porites_evermani_scaffold_653	81153;62515	81836;63918	+;+	2088	0	0	0	0	6
lncRNA_6134	Porites_evermani_scaffold_6353;Porites_evermani_scaffold_653	3454;156714	5858;158399	+;+	4091	286	177	543	403	855
lncRNA_6135	Porites_evermani_scaffold_6356;Porites_evermani_scaffold_653	573;84249	1783;86571	+;+	3534	53	28	109	36	98
lncRNA_6136	Porites_evermani_scaffold_636;Porites_evermani_scaffold_653	644;211114	5377;211563	+;+	5184	399	172	348	170	523
lncRNA_6137	Porites_evermani_scaffold_636;Porites_evermani_scaffold_6531	1988;3474	5377;5151	+;+	5068	0	0	0	0	0
lncRNA_6138	Porites_evermani_scaffold_636;Porites_evermani_scaffold_6532	117958;3582	119311;5431	+;+	3204	75	2	53	25	39
lncRNA_6139	Porites_evermani_scaffold_636;Porites_evermani_scaffold_6532	48111;6	48252;1572	+;+	1709	0	13	137	208	39
lncRNA_6141	Porites_evermani_scaffold_6361;Porites_evermani_scaffold_6362;Porites_evermani_scaffold_6541;Porites_evermani_scaffold_6545	5181;2685;2178;2585	5469;5126;2419;3491	+;+;+;+	3880	4	80	86	34	63
lncRNA_6142	Porites_evermani_scaffold_6366;Porites_evermani_scaffold_6551	461;228	2282;3341	+;+	4936	115	51	30	123	512
lncRNA_6143	Porites_evermani_scaffold_6367;Porites_evermani_scaffold_656	4139;39176	4391;53115	+;+	14193	42	6	36	11	17
lncRNA_6144	Porites_evermani_scaffold_637;Porites_evermani_scaffold_656	147998;39176	148831;53115	+;+	14774	138	0	29	5	0
lncRNA_6145	Porites_evermani_scaffold_637;Porites_evermani_scaffold_656	67221;39176	67476;53115	+;+	14196	27	21	51	0	7
lncRNA_6146	Porites_evermani_scaffold_6377;Porites_evermani_scaffold_656	3293;39176	3554;53115	+;+	14202	11	0	0	74	48
lncRNA_6147	Porites_evermani_scaffold_638;Porites_evermani_scaffold_656	71497;39176	71934;53115	+;+	14378	14	0	0	8	14
lncRNA_6148	Porites_evermani_scaffold_6386;Porites_evermani_scaffold_656	3671;39176	4564;53115	+;+	14834	4	10	211	0	0
lncRNA_6149	Porites_evermani_scaffold_6386;Porites_evermani_scaffold_656	5162;39176	5751;53115	+;+	14530	27	12	743	23	86
lncRNA_6151	Porites_evermani_scaffold_639;Porites_evermani_scaffold_639;Porites_evermani_scaffold_656;Porites_evermani_scaffold_656	71382;72311;39176;39176	71977;72531;53115;53115	+;+;+;+	14757	41	10	168	13	19
lncRNA_6152	Porites_evermani_scaffold_639;Porites_evermani_scaffold_656	111498;39176	111797;53115	+;+	14240	0	0	0	0	0
lncRNA_6153	Porites_evermani_scaffold_639;Porites_evermani_scaffold_656	111971;39176	112196;53115	+;+	14166	0	0	0	0	0
lncRNA_6154	Porites_evermani_scaffold_639;Porites_evermani_scaffold_656	112816;39176	113162;53115	+;+	14287	0	0	0	2	0
lncRNA_6155	Porites_evermani_scaffold_639;Porites_evermani_scaffold_656	214516;39176	215421;53115	+;+	14846	4	2	22	9	0
lncRNA_6156	Porites_evermani_scaffold_6393;Porites_evermani_scaffold_656	1;39176	3511;53115	+;+	17451	180	40	47	8	12
lncRNA_6157	Porites_evermani_scaffold_64;Porites_evermani_scaffold_656	437919;39176	441244;53115	+;+	17266	13	12	10	15	59
lncRNA_6158	Porites_evermani_scaffold_64;Porites_evermani_scaffold_656	438212;39182	441244;53115	+;+	16967	0	0	0	0	0
lncRNA_6159	Porites_evermani_scaffold_64;Porites_evermani_scaffold_656	572259;39182	581444;53115	+;+	23120	429	65	32	265	605
lncRNA_6161	Porites_evermani_scaffold_64;Porites_evermani_scaffold_64;Porites_evermani_scaffold_656;Porites_evermani_scaffold_656	113383;117134;39182;39182	113919;117251;53115;53115	+;+;+;+	14589	1	0	0	0	2
lncRNA_6162	Porites_evermani_scaffold_6412;Porites_evermani_scaffold_656	3441;39182	5688;53115	+;+	16182	15	0	19	5	4
lncRNA_6163	Porites_evermani_scaffold_6416;Porites_evermani_scaffold_656	1493;39185	5688;53115	+;+	18127	0	0	0	0	0
lncRNA_6164	Porites_evermani_scaffold_6417;Porites_evermani_scaffold_656	3611;85331	3833;97888	+;+	12781	0	0	0	0	0
lncRNA_6165	Porites_evermani_scaffold_641;Porites_evermani_scaffold_656	62111;85331	64127;97888	+;+	14575	14	1	1	5	7
lncRNA_6166	Porites_evermani_scaffold_6415;Porites_evermani_scaffold_656	118;85331	1579;97888	+;+	14020	22	0	66	31	31
lncRNA_6167	Porites_evermani_scaffold_642;Porites_evermani_scaffold_656	171981;85331	173867;97888	+;+	14445	6	22	38	21	25
lncRNA_6168	Porites_evermani_scaffold_642;Porites_evermani_scaffold_656	48987;85331	51111;97888	+;+	14683	35	4	0	2	470
lncRNA_6169	Porites_evermani_scaffold_642;Porites_evermani_scaffold_656	213376;85334	213619;97888	+;+	12799	0	0	0	15	0
lncRNA_6171	Porites_evermani_scaffold_6424;Porites_evermani_scaffold_6426;Porites_evermani_scaffold_656;Porites_evermani_scaffold_656	3451;1141;85334;197619	4398;1389;97888;199846	+;+;+;+	15980	132	69	186	77	216
lncRNA_6172	Porites_evermani_scaffold_6431;Porites_evermani_scaffold_656	4287;117496	4889;118961	+;+	2069	0	0	0	1	4
lncRNA_6173	Porites_evermani_scaffold_6433;Porites_evermani_scaffold_656	1945;129654	2649;131162	+;+	2214	4677	1172	1559	1785	913
lncRNA_6174	Porites_evermani_scaffold_6433;Porites_evermani_scaffold_657	5381;13961	5644;17191	+;+	3495	4165	689	2086	1416	1411
lncRNA_6175	Porites_evermani_scaffold_6434;Porites_evermani_scaffold_6575	3771;1921	5168;5199	+;+	4677	8	104	77	37	81
lncRNA_6176	Porites_evermani_scaffold_6439;Porites_evermani_scaffold_658	27;186357	769;186769	+;+	1156	298	35	110	145	335
lncRNA_6177	Porites_evermani_scaffold_644;Porites_evermani_scaffold_6583	25749;1	26592;1117	+;+	1961	80	314	130	133	181
lncRNA_6178	Porites_evermani_scaffold_644	33898	34745	+	848	360	280	197	115	587
lncRNA_6179	Porites_evermani_scaffold_644;Porites_evermani_scaffold_659	121954;47941	123779;61559	+;+	15445	208	95	344	21	163
lncRNA_6181	Porites_evermani_scaffold_644;Porites_evermani_scaffold_644;Porites_evermani_scaffold_659;Porites_evermani_scaffold_659	39481;41198;47991;48171	39718;41831;61559;61559	+;+;+;+	14441	55	0	110	10	5
lncRNA_6182	Porites_evermani_scaffold_644;Porites_evermani_scaffold_659	44915;48171	45221;61559	+;+	13696	0	1	29	0	1
lncRNA_6183	Porites_evermani_scaffold_644;Porites_evermani_scaffold_659	96331;48171	96535;61559	+;+	13594	0	0	36	0	19
lncRNA_6184	Porites_evermani_scaffold_6441;Porites_evermani_scaffold_659	3784;48171	5567;61559	+;+	15173	108	36	144	82	147
lncRNA_6185	Porites_evermani_scaffold_6443;Porites_evermani_scaffold_659	131;48172	2511;61559	+;+	15769	74	42	32	39	0
lncRNA_6186	Porites_evermani_scaffold_6448;Porites_evermani_scaffold_659	32;113939	5447;114452	+;+	5930	604	15	1251	252	1793
lncRNA_6187	Porites_evermani_scaffold_645;Porites_evermani_scaffold_6591	97862;1	112462;1616	+;+	16217	0	0	0	0	0
lncRNA_6188	Porites_evermani_scaffold_645;Porites_evermani_scaffold_6598	97866;1112	111641;2396	+;+	15061	32	26	65	36	21
lncRNA_6189	Porites_evermani_scaffold_645;Porites_evermani_scaffold_66	114951;377997	118367;381668	+;+	7089	21	4	83	23	18
lncRNA_6191	Porites_evermani_scaffold_645;Porites_evermani_scaffold_6451;Porites_evermani_scaffold_66;Porites_evermani_scaffold_66	97862;2163;81821;377998	112455;5427;84833;381668	+;+;+;+	24543	35	1	92	34	12
lncRNA_6192	Porites_evermani_scaffold_646;Porites_evermani_scaffold_66	47517;5564	49834;5947	+;+	2702	202	12	89	465	16
lncRNA_6193	Porites_evermani_scaffold_646	65143	65616	+	474	0	15	83	0	8
lncRNA_6194	Porites_evermani_scaffold_646;Porites_evermani_scaffold_66	118482;237575	118787;237859	+;+	591	96	7	92	10	63
lncRNA_6195	Porites_evermani_scaffold_6468;Porites_evermani_scaffold_66	675;343111	2212;343452	+;+	1880	67	33	204	33	149
