gene_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_042238,850,1094,497,564,348
FUN_042231,0,0,6,0,3
FUN_016110,9731,6814,4881,12250,11533
FUN_016113,3060,3087,2217,4136,5528
FUN_042232,0,0,0,0,1
FUN_042235,0,0,0,2,7
FUN_042234,0,0,0,0,0
FUN_016117,41,34,23,75,64
FUN_042236,2,6,1,11,38
FUN_017444,0,0,0,0,1
FUN_017445,0,0,0,0,1
FUN_017446,0,0,0,0,0
FUN_017447,0,0,1,0,1
FUN_017440,0,0,0,0,0
FUN_017441,0,0,0,0,0
FUN_017442,0,0,0,0,0
FUN_017443,0,0,0,0,0
FUN_017448,0,0,0,0,0
FUN_017449,0,0,0,0,0
FUN_026529,452,70,112,303,340
FUN_026528,1236,856,536,873,803
FUN_026523,0,0,0,15,9
FUN_026522,160,38,259,125,66
FUN_026521,60,0,17,12,120
FUN_026520,5,18,23,10,18
FUN_026527,261,520,327,219,236
FUN_026526,4668,11,19,9753,626
FUN_026525,24,0,2,71,0
FUN_026524,0,0,11,14,27
FUN_022068,89,96,30,116,108
FUN_022069,211,112,29,117,96
FUN_022062,0,0,0,0,0
FUN_022063,1,0,1,1,1
FUN_022060,0,0,7,11,2
FUN_022061,25,16,30,32,13
FUN_022066,7627,5396,4319,6877,4431
FUN_022067,354,153,251,364,363
FUN_022064,12,13,13,107,45
FUN_022065,0,0,22,25,36
FUN_017998,0,0,0,0,25
FUN_017999,36,187,57,114,873
FUN_017996,23,233,50,121,14
FUN_017997,0,35,0,5,0
FUN_017994,1982,1536,1820,917,503
FUN_017995,221,305,139,285,138
FUN_017992,9,5,1,3,3
FUN_017993,289,362,0,125,0
FUN_017990,13001,19032,16364,22845,12711
FUN_017991,123,121,75,126,159
FUN_024969,0,0,0,0,6
FUN_024968,0,0,0,0,0
FUN_024965,0,0,0,0,3
FUN_024964,0,0,0,0,0
FUN_024967,0,0,0,0,3
FUN_024966,2,0,0,0,2
FUN_024961,2,0,0,0,15
FUN_024960,0,0,0,0,0
FUN_024963,2,0,0,0,6
FUN_024962,1,0,0,0,20
FUN_025382,0,0,747,0,553
FUN_025383,30,44,37,42,79
FUN_025380,0,0,244,0,259
FUN_025381,0,5,152,0,190
FUN_025386,0,0,38,0,89
FUN_025387,4,2,7,0,9
FUN_025384,0,41,47,0,37
FUN_025385,0,0,41,0,38
FUN_025388,0,0,136,0,114
FUN_025389,0,0,11,0,0
FUN_013394,60,62,141,209,79
FUN_024389,1823,1187,1385,1287,1350
FUN_024388,3057,807,252,1897,1073
FUN_024381,1105,641,625,590,307
FUN_024380,183,101,92,254,218
FUN_024383,3995,5025,2652,3790,1841
FUN_024382,1758,946,875,1274,1714
FUN_024385,2012,1294,1051,1711,1772
FUN_024384,1544,1749,1192,889,900
FUN_024387,1920,1590,662,1363,1517
FUN_024386,250,221,209,145,185
FUN_042563,1,1,1,0,1
FUN_019459,4,0,4,3,7
FUN_019458,13,0,4,0,20
FUN_030038,2,1,18,16,35
FUN_030039,0,0,0,0,0
FUN_030036,13,0,8,5,9
FUN_030037,0,4,0,5,4
FUN_044305,0,0,0,0,7
FUN_044304,0,0,0,0,0
FUN_030032,0,0,0,0,0
FUN_030033,29,0,0,2,7
FUN_019453,0,0,0,0,0
FUN_030031,0,0,0,0,0
FUN_006231,431,164,143,217,193
FUN_038209,68,61,104,121,44
FUN_038208,0,0,0,0,4
FUN_042072,0,19,0,0,0
FUN_038205,605,496,413,108,595
FUN_038204,12201,7511,6952,12396,12123
FUN_038207,13,0,0,12,0
FUN_038206,13,0,0,0,0
FUN_038201,317,842,316,601,326
FUN_042071,16,239,8,22,16
FUN_038203,1384,2589,1134,1563,1076
FUN_019890,0,0,0,0,1
FUN_039552,0,0,1,0,7
FUN_039553,0,0,11,0,10
FUN_039550,0,0,0,0,0
FUN_039551,0,0,0,0,0
FUN_039556,42,34,20,53,45
FUN_039557,529,656,611,539,749
FUN_039554,0,0,0,0,0
FUN_039555,19,29,26,21,238
FUN_042077,1,2,1,1,2
FUN_039558,188,243,66,487,91
FUN_039559,153,31,117,172,463
FUN_006234,0,0,0,0,0
FUN_024033,3,34,7,0,12
FUN_024032,220,48,132,132,136
FUN_024031,1193,758,615,1388,1324
FUN_024030,1054,747,550,1443,1081
FUN_024037,624,500,349,410,624
FUN_024036,1810,1257,970,1068,436
FUN_024035,1927,1464,1030,2024,1076
FUN_024034,24695,19356,12031,18841,13444
FUN_024039,194,0,0,221,3
FUN_024038,97,21,4,55,24
FUN_030780,0,1,0,0,1
FUN_030781,0,0,0,0,0
FUN_030782,0,0,0,0,0
FUN_030783,0,0,0,0,0
FUN_030784,0,0,0,0,0
FUN_030785,0,0,0,0,0
FUN_030786,1,0,0,0,0
FUN_030787,0,0,0,0,0
FUN_030788,0,0,0,0,0
FUN_021602,0,0,1,0,0
FUN_021601,0,0,0,0,0
FUN_021600,0,0,1,0,0
FUN_021607,0,0,0,0,0
FUN_021606,0,0,0,0,0
FUN_021605,0,0,0,0,0
FUN_021604,0,0,0,0,0
FUN_027609,79,680,248,89,64
FUN_027608,0,355,0,0,21
FUN_027605,0,10,0,1,5
FUN_027604,0,0,0,0,0
FUN_027607,8,0,0,0,0
FUN_027606,0,13,7,3,25
FUN_027601,263,92,61,165,89
FUN_027600,0,0,0,0,0
FUN_027603,7,2,25,8,23
FUN_027602,91,26,5,0,0
FUN_013391,602,198,840,580,421
FUN_031789,4935,4882,2346,4733,3956
FUN_031788,0,0,0,0,0
FUN_031787,3267,3453,1914,2904,2657
FUN_031786,25,100,136,26,93
FUN_031785,4744,3281,3453,6265,6311
FUN_031784,130,89,151,179,227
FUN_031783,411,432,305,308,328
FUN_031782,176657,175905,70924,173850,62494
FUN_031781,66,95,39,37,29
FUN_031780,45,59,30,75,33
FUN_042569,1,0,0,1,1
FUN_036067,25,46,0,40,24
FUN_036066,184,416,52,165,97
FUN_036065,130,113,19,101,21
FUN_036064,525,380,315,450,162
FUN_036063,0,8,14,66,31
FUN_036062,3,0,13,15,6
FUN_036061,24,26,20,26,11
FUN_036060,227,448,132,358,233
FUN_024368,1633,1167,784,1258,915
FUN_036069,93,163,19,205,63
FUN_036068,0,34,22,27,24
FUN_037334,28,20,58,0,22
FUN_037335,5927,1916,1216,4404,1551
FUN_037336,816,438,493,1104,520
FUN_037337,11,19,0,17,41
FUN_037330,507,345,88,441,242
FUN_037331,7087,4098,2888,8798,6414
FUN_037332,1364,744,650,1640,1254
FUN_037333,4413,2811,1615,4469,2771
FUN_037338,0,0,0,0,0
FUN_037339,440,0,0,0,169
FUN_006037,0,0,0,0,0
FUN_006036,0,0,18,0,26
FUN_006035,0,0,0,0,0
FUN_006034,0,0,0,0,0
FUN_006033,0,0,0,0,0
FUN_006032,0,0,0,0,0
FUN_006031,20,0,12,0,67
FUN_006030,0,0,0,0,0
FUN_006039,74,53,44,88,183
FUN_006038,5426,2369,1760,4330,1806
FUN_026952,36,0,38,0,240
FUN_026953,0,0,0,0,1
FUN_026950,0,0,0,0,0
FUN_026951,53,0,17,0,237
FUN_026956,0,0,0,0,8
FUN_026957,0,0,0,0,0
FUN_026954,0,0,0,0,0
FUN_026955,0,0,0,0,0
FUN_026958,0,0,0,0,0
FUN_026959,0,0,0,0,0
FUN_018530,43287,31157,23899,45854,33748
FUN_030319,8,1,4,0,19
FUN_008567,54,63,31,45,59
FUN_008566,332,92,225,251,448
FUN_006501,137,21,77,282,44
FUN_033986,8235,2916,2531,3263,2965
FUN_008564,279,240,237,122,151
FUN_030318,0,0,0,0,0
FUN_006506,0,8,0,0,0
FUN_008561,719,1932,747,1042,405
FUN_008560,0,0,0,0,0
FUN_005414,0,0,2,2,8
FUN_005415,0,0,0,0,0
FUN_005416,0,0,0,0,0
FUN_005417,0,0,0,0,0
FUN_005410,0,0,0,0,0
FUN_005411,0,0,0,0,6
FUN_005412,6,0,0,0,11
FUN_005413,0,0,0,3,0
FUN_030810,0,1,0,0,1
FUN_030811,0,0,0,0,0
FUN_030812,0,0,0,0,0
FUN_030813,0,0,0,0,0
FUN_005418,161,74,0,4,17
FUN_030815,0,1,0,0,1
FUN_030816,0,0,0,0,0
FUN_030817,0,0,0,0,0
FUN_001564,0,32,0,0,6
FUN_001565,9,0,29,0,112
FUN_001566,0,0,0,0,0
FUN_001567,0,0,0,33,0
FUN_001560,0,0,1,0,8
FUN_001561,0,0,1,3,0
FUN_001562,5707,4290,3489,6428,5427
FUN_006807,14,8,354,5079,1920
FUN_001568,0,0,0,0,0
FUN_001569,0,9,0,0,10
FUN_016523,42,44,60,608,49
FUN_033258,0,0,1,0,0
FUN_016524,0,0,0,0,0
FUN_006803,1147,481,512,860,694
FUN_025242,14,0,0,23,20
FUN_016526,0,0,0,0,1
FUN_016527,5,25,4,133,17
FUN_026324,50,7,4,0,3
FUN_033547,0,0,0,0,0
FUN_033546,0,0,0,0,0
FUN_033545,0,2,12,0,95
FUN_033544,0,0,0,0,0
FUN_033543,0,0,0,0,0
FUN_033542,0,0,0,8,0
FUN_033541,0,0,3,0,0
FUN_033540,0,0,0,0,0
FUN_016609,149,311,93,327,213
FUN_033549,0,0,0,0,8
FUN_033548,0,0,0,0,0
FUN_023970,895,1236,588,1049,615
FUN_013296,0,0,0,0,0
FUN_035748,1650,1014,1142,1834,1432
FUN_023977,743,217,94,886,284
FUN_023976,760,255,257,1264,920
FUN_004615,18,16,35,26,8
FUN_040016,637,464,394,367,337
FUN_013353,0,0,0,46,11
FUN_040015,751,729,448,1136,715
FUN_018193,522,229,330,265,513
FUN_018192,0,0,0,0,0
FUN_018191,0,0,0,1,0
FUN_010334,0,0,0,0,0
FUN_018197,35,0,49,18,46
FUN_018196,1050,63,943,364,722
FUN_018195,0,0,0,0,0
FUN_031614,0,0,0,0,0
FUN_007816,1300,492,354,381,214
FUN_010333,0,0,0,0,0
FUN_007814,0,0,0,0,2
FUN_018198,84,0,98,17,15
FUN_007812,86,41,53,102,20
FUN_023979,536,402,412,732,371
FUN_007810,282,368,40,58,40
FUN_040012,0,0,0,0,0
FUN_023978,2083,634,707,3009,1548
FUN_010331,0,0,0,0,0
FUN_040010,87,42,20,75,63
FUN_031610,0,0,0,0,0
FUN_031612,0,0,0,0,0
FUN_034014,0,0,0,0,0
FUN_034015,4273,3272,1352,1845,1055
FUN_034016,2740,3039,1459,2018,879
FUN_034017,687,781,422,601,383
FUN_034010,1423,1136,858,1109,1274
FUN_010339,0,0,0,0,0
FUN_034012,1187,686,759,1360,1109
FUN_018442,0,0,0,0,0
FUN_031082,0,0,0,0,0
FUN_010338,0,0,0,0,0
FUN_018449,1090,235,563,299,1127
FUN_034019,318,223,165,172,115
FUN_026322,124,11,8,0,4
FUN_000699,0,0,0,0,0
FUN_031168,0,0,0,0,0
FUN_035742,14419,21785,15305,13247,11174
FUN_028128,0,0,4,0,0
FUN_007108,72,0,0,0,29
FUN_007109,6,1,2,1,35
FUN_043308,0,18,0,29,0
FUN_043309,1446,1093,799,896,1341
FUN_043306,339,496,180,4,423
FUN_043307,117,409,16,68,300
FUN_043304,262,355,248,318,191
FUN_007107,28,0,0,0,0
FUN_043302,1495,1052,617,808,527
FUN_007101,251,66,212,266,336
FUN_043300,275,194,199,261,229
FUN_043301,917,806,449,579,1487
FUN_019718,1,0,0,0,1
FUN_019719,0,1,0,0,2
FUN_019712,0,0,0,0,1
FUN_019713,0,0,0,0,0
FUN_019710,0,0,0,0,1
FUN_019711,0,0,1,0,1
FUN_019716,0,0,0,0,1
FUN_019717,0,0,1,0,0
FUN_019714,0,0,0,0,1
FUN_019715,0,0,0,0,1
FUN_041230,4,0,7,0,40
FUN_041231,40,63,84,123,69
FUN_013352,472,623,416,484,279
FUN_041233,0,0,0,0,0
FUN_041234,0,0,0,0,0
FUN_013355,10,12,0,46,37
FUN_041236,0,0,0,0,0
FUN_013357,3165,2025,1624,2131,2179
FUN_013358,644,663,545,619,541
FUN_041239,0,0,0,1,0
FUN_034908,148,278,172,499,375
FUN_034909,100,1719,911,958,947
FUN_034902,3,4,0,5,6
FUN_034903,0,0,0,0,0
FUN_034900,719,160,45,0,278
FUN_034901,0,0,0,0,0
FUN_034906,0,0,0,0,0
FUN_034907,0,0,0,0,0
FUN_034904,0,0,0,0,0
FUN_034905,0,0,5,26,44
FUN_035059,0,0,0,0,14
FUN_035058,344,2757,1915,1306,927
FUN_035057,306,166,189,337,227
FUN_035056,0,0,0,9,0
FUN_035055,0,0,3,0,0
FUN_035054,430,270,163,793,353
FUN_035053,10355,8662,3845,9181,4308
FUN_035052,941,5792,2771,7076,3351
FUN_035051,951,738,210,393,114
FUN_035050,908,621,378,614,444
FUN_036508,8,6,0,35,28
FUN_036509,524,3978,2354,3797,2447
FUN_036504,2262,1179,1748,2213,1658
FUN_036505,347,951,785,1634,524
FUN_036506,736,475,629,1320,550
FUN_036507,321,361,280,848,759
FUN_036500,0,0,6,0,8
FUN_036501,38,42,24,40,38
FUN_036502,154,63,79,107,96
FUN_036503,0,0,0,0,0
FUN_028136,72,14,112,115,96
FUN_002059,0,0,0,0,0
FUN_002058,0,12,0,0,0
FUN_028137,0,0,0,2,0
FUN_002055,0,0,0,0,0
FUN_002054,0,0,0,0,0
FUN_002057,0,0,0,0,0
FUN_002056,0,0,0,0,0
FUN_002051,0,0,0,0,2
FUN_003357,21,76,0,11,42
FUN_002053,40,0,26,6,52
FUN_002052,0,0,0,0,0
FUN_003356,0,0,0,0,0
FUN_003351,0,0,0,0,0
FUN_028133,1932,1460,1872,2872,1606
FUN_008488,138,167,210,111,182
FUN_028130,6947,4752,5001,5007,3942
FUN_009845,12,77,0,11,3
FUN_028131,388,160,242,264,221
FUN_040541,0,0,0,0,0
FUN_040540,0,0,0,0,0
FUN_040543,215,0,1,2,0
FUN_040542,3,0,0,0,0
FUN_040545,0,0,0,0,0
FUN_040544,421,172,33,100,325
FUN_040547,7082,3108,3692,7137,6848
FUN_040546,0,4,0,0,0
FUN_040549,322,228,282,427,598
FUN_040548,987,745,531,1064,874
FUN_003908,0,0,0,0,18
FUN_003909,0,0,0,0,6
FUN_003900,1570,1121,1048,1645,1593
FUN_003901,1106,1243,928,1059,900
FUN_003902,25,3,0,0,35
FUN_003903,54,46,89,41,66
FUN_003904,108,196,102,249,203
FUN_003905,0,18,0,0,0
FUN_003906,0,0,0,0,0
FUN_003907,88,65,73,42,56
FUN_010199,0,0,0,0,0
FUN_010198,0,0,0,0,0
FUN_010193,0,0,0,0,0
FUN_010192,0,0,0,0,0
FUN_010191,0,0,0,0,0
FUN_010190,15,30,7,8,39
FUN_010197,0,0,0,0,0
FUN_010196,0,0,0,0,0
FUN_010195,0,0,0,0,0
FUN_010194,0,0,0,0,0
FUN_012908,0,0,0,0,0
FUN_012909,0,0,0,0,0
FUN_012906,0,3,0,0,0
FUN_012907,0,0,0,0,0
FUN_012904,0,0,0,0,0
FUN_012905,99,36,323,87,117
FUN_012902,21,0,18,4,24
FUN_012903,62,0,25,60,128
FUN_012900,0,0,0,0,0
FUN_012901,0,0,0,5,0
FUN_024566,15971,5626,7239,15119,14144
FUN_032085,80,64,78,56,71
FUN_032084,0,0,0,0,0
FUN_032087,307,189,258,232,217
FUN_032086,946,316,538,651,506
FUN_032081,1538,2305,4978,17267,8091
FUN_032080,370,512,253,615,424
FUN_032083,167,262,100,246,175
FUN_032082,895,1130,1378,3820,2824
FUN_032089,39,271,56,0,12
FUN_032088,1509,1636,1637,3716,2307
FUN_009991,0,0,0,0,0
FUN_009990,0,0,0,0,0
FUN_009993,0,0,0,0,0
FUN_009992,0,0,0,0,0
FUN_009995,0,0,0,0,0
FUN_009994,0,0,0,0,0
FUN_009997,0,0,0,0,0
FUN_009996,0,0,0,0,0
FUN_009999,0,0,0,0,0
FUN_009998,0,0,0,0,0
FUN_043896,4,4,19,1,136
FUN_043897,0,2,10,60,0
FUN_043894,6,11,10,19,41
FUN_043895,18,83,42,74,189
FUN_043892,20,113,19,63,175
FUN_043893,9,2,18,9,138
FUN_043890,4,31,14,10,105
FUN_043891,24,74,49,71,212
FUN_032337,18,9,17,15,56
FUN_032336,0,0,21,0,7
FUN_032335,0,0,38,50,4
FUN_032334,0,0,12,7,37
FUN_032333,0,4,0,0,0
FUN_032332,0,0,0,15,12
FUN_032331,0,6,0,0,0
FUN_043899,0,2,16,83,0
FUN_011248,0,0,0,0,0
FUN_011249,0,0,11,7,48
FUN_000959,1045,1011,744,1033,629
FUN_011240,0,0,0,0,0
FUN_011241,0,0,0,0,0
FUN_011242,0,1,0,0,0
FUN_011243,0,1,0,0,0
FUN_011244,0,0,0,154,16
FUN_011245,0,0,0,0,0
FUN_011246,0,0,0,0,0
FUN_011247,0,0,0,0,0
FUN_000343,119,43,83,270,31
FUN_000342,175,33,131,457,35
FUN_000341,993,1345,485,1509,1578
FUN_000340,344,215,130,163,312
FUN_000347,829,167,212,303,164
FUN_000346,264,198,71,80,61
FUN_041799,647,685,183,882,446
FUN_000344,119,9,34,164,114
FUN_041797,128,64,146,182,95
FUN_041796,0,0,0,0,0
FUN_000349,27,0,12,2,95
FUN_000348,671,272,117,354,431
FUN_041793,0,0,0,0,0
FUN_041792,0,0,0,0,0
FUN_041791,0,0,0,0,0
FUN_041790,3004,2552,841,3395,2896
FUN_041941,1677,1079,807,1663,1463
FUN_019666,0,0,0,0,0
FUN_014299,0,0,0,0,0
FUN_000696,0,0,0,0,1
FUN_008646,1188,632,738,1187,657
FUN_008647,0,0,0,0,0
FUN_008644,828,538,353,606,476
FUN_008645,59,13,23,37,190
FUN_008642,14387,9712,6520,13055,10766
FUN_008643,0,28,0,0,97
FUN_008640,334,394,426,447,327
FUN_008641,939,1017,644,1002,849
FUN_014296,0,0,0,3,0
FUN_008648,919,253,334,565,387
FUN_008649,1930,1398,527,1472,828
FUN_029016,37,22,4,7,75
FUN_029017,4792,2446,2682,4572,2698
FUN_014995,9618,4282,4541,6899,5818
FUN_029015,0,12,4,27,7
FUN_029012,223,115,73,140,288
FUN_029013,2438,1454,1519,3476,1643
FUN_029010,1572,1283,770,1552,905
FUN_014990,7,7,11,13,60
FUN_041243,0,0,0,0,0
FUN_014999,0,0,0,0,0
FUN_014998,492,1198,734,829,959
FUN_028683,1,0,9,0,0
FUN_033068,0,0,0,0,0
FUN_033069,0,0,0,0,6
FUN_033064,0,0,0,0,0
FUN_033065,0,0,0,0,0
FUN_033066,53,12,46,18,90
FUN_033067,0,190,4,50,5
FUN_033060,0,0,0,0,9
FUN_033061,131,9,81,103,173
FUN_033062,29,24,0,3,75
FUN_041244,0,11,12,1,8
FUN_041247,110,26,61,83,66
FUN_013326,2672,1932,1090,2835,2146
FUN_013329,846,391,566,1345,975
FUN_028689,30,37,0,78,0
FUN_042859,1,12,0,0,51
FUN_042858,0,0,0,1,4
FUN_042851,1546,1218,529,841,904
FUN_016730,0,22,0,0,0
FUN_042853,409,228,134,429,327
FUN_042852,272,428,326,477,697
FUN_016735,206,77,68,201,49
FUN_016734,10,4,0,4,0
FUN_016737,374,177,218,492,214
FUN_042856,529,290,484,574,397
FUN_024444,412,324,227,326,238
FUN_012296,4383,1776,1705,2726,2888
FUN_012297,227,170,150,255,352
FUN_012294,0,0,0,0,4
FUN_012295,2309,858,892,886,762
FUN_012292,129,285,25,361,147
FUN_012293,3389,2621,2217,6449,6339
FUN_012290,0,0,11,0,25
FUN_012291,0,0,0,0,0
FUN_012298,1440,742,628,1088,627
FUN_012299,65,34,15,33,15
FUN_000950,10,22,31,39,3
FUN_036668,0,0,5,0,10
FUN_010676,1344,1058,792,1375,1024
FUN_010677,8183,6997,3080,7341,4524
FUN_010674,4429,2216,2798,4974,3726
FUN_010675,2507,1488,885,1693,1646
FUN_010672,333,218,293,363,429
FUN_010673,1191,729,795,1248,1379
FUN_010670,87,47,61,65,23
FUN_010671,17,37,4,0,18
FUN_010678,1278,385,59,934,25
FUN_010679,1898,1256,421,1067,1109
FUN_012128,127,71,0,232,26
FUN_012129,35,0,4,0,15
FUN_012120,6153,2403,2146,4355,4184
FUN_012121,157,82,0,163,133
FUN_012122,4791,975,950,4156,2476
FUN_012123,0,0,0,0,0
FUN_012124,0,0,0,0,0
FUN_012125,524,17,292,1271,867
FUN_012126,579,45,136,108,172
FUN_012127,0,0,0,0,0
FUN_020820,0,0,0,0,0
FUN_020821,0,0,0,0,0
FUN_020822,6,8,12,0,2
FUN_020823,0,0,0,0,12
FUN_020824,33,0,32,10,156
FUN_020825,0,0,0,0,0
FUN_020826,2,0,1,0,2
FUN_020827,0,0,0,0,0
FUN_020828,0,0,0,0,0
FUN_020829,9,10,1,0,5
FUN_038810,47,16,48,45,82
FUN_038811,1559,949,697,1533,1424
FUN_038812,0,0,0,0,0
FUN_038813,45,22,4,5,12
FUN_038814,2588,1069,1041,1811,1233
FUN_038815,8585,10569,5354,7440,5829
FUN_038816,577,139,158,388,353
FUN_038817,507,368,328,569,361
FUN_038818,0,0,0,0,0
FUN_038819,6317,9434,3630,7375,6116
FUN_011284,1463,1358,1294,1498,2279
FUN_011285,1,1,3,2,3
FUN_041759,1200,1101,535,774,657
FUN_011287,1171,1410,709,667,1101
FUN_042576,0,0,0,0,0
FUN_016678,74,0,71,58,13
FUN_011282,130,35,67,188,118
FUN_042577,0,0,0,0,0
FUN_000308,0,0,0,0,0
FUN_013659,421,29,73,291,505
FUN_013658,452,65,114,295,497
FUN_014609,2423,2387,1451,2208,1688
FUN_014608,3957,3133,1586,2397,1368
FUN_013651,867,0,829,218,430
FUN_013650,354,313,302,453,193
FUN_014605,16354,12112,6539,12323,5046
FUN_014604,174,135,250,127,334
FUN_014603,2320,2211,1075,1712,1003
FUN_013654,2265,677,498,1036,736
FUN_013657,196,37,46,128,252
FUN_013656,95,9,31,79,164
FUN_034584,0,0,0,0,1
FUN_030151,1,0,0,0,12
FUN_005152,49,6,0,71,41
FUN_044207,0,0,0,0,3
FUN_000303,28,187,183,118,105
FUN_044204,5,9,18,5,122
FUN_041756,0,0,0,0,3
FUN_009696,104,226,13,254,102
FUN_009697,8,3,239,248,194
FUN_009694,34,35,0,14,19
FUN_009695,9,0,0,0,8
FUN_009692,1932,106,271,2576,1909
FUN_009693,42,227,56,119,156
FUN_009690,0,0,0,0,0
FUN_009691,0,4,0,0,0
FUN_030155,1,0,25,1,1
FUN_005156,489,376,244,388,205
FUN_009698,4,0,70,20,10
FUN_009699,43,306,82,406,123
FUN_030157,0,3,1,24,1
FUN_044201,29,56,60,68,184
FUN_026286,33,9,0,14,40
FUN_026287,0,0,56,0,0
FUN_026284,270,139,172,1895,2042
FUN_026285,0,0,0,0,0
FUN_026282,0,9,0,0,36
FUN_042578,0,0,0,0,0
FUN_026280,100,149,224,0,24
FUN_026281,3,0,0,0,0
FUN_042579,0,0,0,0,0
FUN_026288,127,114,80,162,73
FUN_026289,0,0,0,0,0
FUN_009528,1575,1755,741,1845,1325
FUN_009529,1721,1331,967,2840,1292
FUN_025959,0,0,0,0,6
FUN_025958,0,0,0,0,0
FUN_009520,0,0,10,18,25
FUN_025952,27,0,0,37,28
FUN_009522,18,0,40,32,188
FUN_025950,12065,11365,5609,6719,5636
FUN_009524,0,0,0,0,27
FUN_009525,0,0,0,0,0
FUN_025955,131,40,61,62,121
FUN_025954,9,0,11,12,68
FUN_027889,0,0,0,0,0
FUN_027888,0,0,0,0,0
FUN_044208,42,96,101,96,285
FUN_027802,117,81,0,86,190
FUN_027882,0,0,0,0,0
FUN_027881,0,0,0,0,0
FUN_044209,10,4,26,2,159
FUN_027887,0,0,0,0,0
FUN_027886,0,0,0,0,0
FUN_027885,0,0,0,0,0
FUN_027884,0,0,0,0,0
FUN_026758,27,3,7,4,72
FUN_026759,0,0,0,0,0
FUN_023508,0,0,0,0,0
FUN_023509,169,170,93,136,32
FUN_031687,609,512,126,657,392
FUN_026750,0,0,0,0,0
FUN_026751,0,11,0,0,0
FUN_023500,1627,1624,1167,1260,840
FUN_023501,359,347,216,368,336
FUN_023506,10,0,0,0,0
FUN_023507,1837,1260,993,1779,1712
FUN_026756,0,0,0,0,5
FUN_023505,4,36,19,0,66
FUN_001963,66,13,23,25,25
FUN_031682,61,29,30,119,94
FUN_031683,457,239,120,227,93
FUN_025489,0,0,0,0,0
FUN_025488,9,1,9,27,41
FUN_022459,0,0,0,0,0
FUN_022458,0,0,0,0,0
FUN_025485,0,72,32,116,170
FUN_015555,0,0,0,0,0
FUN_025487,3,35,98,36,63
FUN_025486,23,198,20,117,270
FUN_022453,47,0,28,0,61
FUN_015551,0,0,0,0,0
FUN_025483,28,0,24,0,116
FUN_022450,190,337,151,209,204
FUN_012824,1,1,0,1,1
FUN_026939,0,10,0,0,0
FUN_002002,0,0,0,0,0
FUN_009051,19,16,22,48,44
FUN_009052,174,99,20,82,82
FUN_002001,0,0,0,0,82
FUN_009054,265,230,140,259,226
FUN_002007,0,0,0,0,0
FUN_018609,0,0,0,0,0
FUN_018608,1,2,4,61,2
FUN_009056,485,387,338,272,333
FUN_018603,0,0,0,0,0
FUN_018602,0,4,0,0,0
FUN_018601,0,0,0,0,0
FUN_009057,0,47,31,0,0
FUN_018607,0,0,14,0,2
FUN_018606,0,0,0,0,0
FUN_018605,0,148,0,7,140
FUN_018604,582,412,153,321,384
FUN_025229,1,1,0,0,0
FUN_025228,408,180,327,57,733
FUN_025221,0,0,0,0,1
FUN_025220,354,282,95,132,122
FUN_025223,56,115,34,94,111
FUN_025222,0,0,0,0,0
FUN_025225,1925,1369,50,550,756
FUN_025224,1355,721,214,935,504
FUN_025227,15,9,0,0,0
FUN_025226,4905,4919,396,220,196
FUN_043095,0,0,0,0,0
FUN_029272,16,8,39,35,122
FUN_029273,128,218,132,158,223
FUN_000613,2763,1412,1305,2410,2408
FUN_000612,322,393,206,289,392
FUN_008244,291,345,166,1332,1187
FUN_029276,1124,692,298,759,837
FUN_000614,1067,600,848,1126,958
FUN_029274,30,38,36,27,17
FUN_016779,3891,3700,1584,3300,1950
FUN_029275,1406,1296,916,1211,629
FUN_014388,4,54,9,15,40
FUN_014389,39,23,24,14,43
FUN_014382,0,0,1,0,0
FUN_014383,1,0,5,0,2
FUN_014380,0,0,0,0,1
FUN_014381,0,0,0,0,0
FUN_014386,0,0,0,0,10
FUN_014387,4,0,4,0,17
FUN_014384,6,0,0,1,4
FUN_014385,18,0,10,0,42
FUN_013953,0,0,0,0,0
FUN_032349,1870,1781,1137,1760,1164
FUN_016731,0,0,0,3,45
FUN_035219,4,0,0,0,0
FUN_035218,551,506,222,491,469
FUN_035215,1684,1219,656,1146,709
FUN_035214,3587,4721,2202,4214,6192
FUN_035217,5020,4779,3236,5357,3021
FUN_035216,4591,3762,2296,2872,2422
FUN_035211,206,243,7,189,105
FUN_035210,358,202,343,209,297
FUN_035213,215,197,176,120,220
FUN_035212,318,131,100,256,196
FUN_036742,0,0,0,79,0
FUN_036743,0,0,0,0,0
FUN_036740,18,18,12,4,26
FUN_036741,0,0,0,0,0
FUN_036746,1015,838,797,997,976
FUN_036747,206,245,118,255,145
FUN_001698,0,0,0,0,0
FUN_033029,0,0,25,0,0
FUN_001696,0,0,3,0,0
FUN_001697,0,1,0,0,0
FUN_036748,2141,1368,1089,1637,2218
FUN_001695,0,0,0,0,0
FUN_001692,67,40,54,70,172
FUN_001693,252,169,56,532,264
FUN_001690,0,1,0,0,4
FUN_001691,78,59,171,203,76
FUN_039743,0,6,0,0,83
FUN_039742,0,0,0,0,0
FUN_039741,23,0,34,0,88
FUN_039740,5,0,21,0,97
FUN_007229,444,140,253,372,36
FUN_039746,0,0,0,0,0
FUN_039745,0,25,5,33,62
FUN_039744,80,7,0,115,104
FUN_007225,129,0,81,254,238
FUN_007224,0,0,0,17,0
