gene_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___RNAseq.g10052.t1,0,0,0,0,0
STRG.13581,93,104,32,32,4
STRG.13580,1048,1879,2653,2195,652
STRG.13583,99,160,28,66,57
STRG.13582,1548,1324,2252,1423,931
STRG.13585,56,119,0,162,8
Pocillopora_meandrina_HIv1___RNAseq.g2142.t1,0,0,0,0,0
STRG.13587,211,81,49,74,63
STRG.13586,26,97,87,95,32
STRG.13589,235,82,105,39,43
STRG.13588,25,57,203,117,47
STRG.21188,1,3,6,8,9
Pocillopora_meandrina_HIv1___RNAseq.g24880.t1,0,3,0,11,0
Pocillopora_meandrina_HIv1___RNAseq.g6646.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27334.t1,0,20,0,0,0
Pocillopora_meandrina_HIv1___TS.g21305.t1,0,0,1,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20776.t1,0,0,0,9,0
STRG.10588,267,308,431,107,53
STRG.10589,40,64,94,91,111
STRG.10584,5,34,234,133,14
STRG.10585,317,232,578,545,719
STRG.10586,552,471,723,747,632
STRG.10587,132,231,216,139,94
STRG.10580,44,14,73,34,18
STRG.10581,554,558,627,807,1269
STRG.10582,888,2171,2151,2554,1445
STRG.10583,3,5,80,45,28
Pocillopora_meandrina_HIv1___RNAseq.g14141.t1,0,0,137,0,0
STRG.13095,379,319,397,224,362
Pocillopora_meandrina_HIv1___RNAseq.g16832.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g12473.t1,0,0,0,0,0
STRG.10056,68,14,87,27,5
Pocillopora_meandrina_HIv1___RNAseq.g10206.t1b,0,0,0,0,0
STRG.10054,6,39,29,62,42
STRG.10055,31,20,0,73,8
STRG.10052,214,229,314,357,175
STRG.10053,1406,147,451,212,58
STRG.10050,202,117,159,90,41
STRG.10051,823,954,1042,588,292
STRG.13094,254,63,325,195,109
STRG.10058,2219,1094,2466,1741,914
STRG.10059,695,753,869,1337,356
Pocillopora_meandrina_HIv1___RNAseq.g27016.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27080.t1,0,0,0,16,0
STRG.18765,794,1976,1413,1250,987
Pocillopora_meandrina_HIv1___TS.g12450.t1,0,33,48,75,0
Pocillopora_meandrina_HIv1___TS.g18743.t1,0,0,0,0,3
Pocillopora_meandrina_HIv1___RNAseq.g25791.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g28490.t1,0,0,0,12,0
Pocillopora_meandrina_HIv1___RNAseq.g15308.t1,0,0,28,38,0
Pocillopora_meandrina_HIv1___RNAseq.g2763.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2503.t1,0,0,6,1,0
Pocillopora_meandrina_HIv1___TS.g9942.t1,0,5,0,20,0
Pocillopora_meandrina_HIv1___RNAseq.g10252.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9140.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g4093.t1,0,0,4,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23322.t1,0,12,7,0,0
Pocillopora_meandrina_HIv1___TS.g2783.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g17256.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16733.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1941.t1,0,0,1,0,8
Pocillopora_meandrina_HIv1___RNAseq.g16263.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24221.t1,0,0,0,2,1
STRG.3702,14,19,3,4,32
STRG.9541,1,1,0,1,0
STRG.9540,455,500,538,360,163
STRG.9543,18,26,38,197,15
STRG.9542,2,11,7,0,0
STRG.9545,211,159,947,583,226
STRG.9544,55,244,433,56,66
STRG.5648,62,26,128,194,281
STRG.9546,355,421,290,343,624
STRG.5646,203,497,532,679,699
STRG.5647,139,74,2,43,53
STRG.5644,201,430,495,640,658
STRG.5645,2,0,0,62,10
STRG.5642,333,591,465,593,280
Pocillopora_meandrina_HIv1___RNAseq.g4917.t1,0,0,0,0,0
STRG.5640,192,191,233,245,281
STRG.5641,45,0,14,28,0
Pocillopora_meandrina_HIv1___RNAseq.g7485.t1,0,0,17,0,0
STRG.12055,131,166,234,197,72
Pocillopora_meandrina_HIv1___RNAseq.g17681.t1,0,0,47,24,0
Pocillopora_meandrina_HIv1___TS.g12377.t1,0,0,0,50,0
STRG.9097,11,14,8,46,49
STRG.9096,4,4,0,7,16
STRG.9095,163,158,864,119,100
STRG.9094,54,100,100,109,48
STRG.9093,1120,765,1642,741,438
STRG.9092,20425,20748,55111,19916,12895
STRG.9091,5847,9706,10207,7673,4142
STRG.9090,1518,3272,1465,3031,686
STRG.9099,73,61,78,117,32
STRG.9098,1481,1396,5366,1450,1766
Pocillopora_meandrina_HIv1___RNAseq.g28116.t1,0,241,48,20,15
Pocillopora_meandrina_HIv1___RNAseq.g8441.t1,0,57,43,81,0
Pocillopora_meandrina_HIv1___RNAseq.g2583.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26738.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16361.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11198.t1,0,29,0,0,8
Pocillopora_meandrina_HIv1___RNAseq.g2581.t1,0,0,9,0,3
Pocillopora_meandrina_HIv1___RNAseq.g20717.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8443.t1,0,0,132,31,57
Pocillopora_meandrina_HIv1___RNAseq.g8702.t1,0,0,0,18,0
STRG.4111,9483,10166,12804,14426,4692
STRG.4110,549,435,674,326,288
STRG.4113,224,563,367,504,409
STRG.4112,33206,27254,30746,34264,25796
Pocillopora_meandrina_HIv1___TS.g1390.t1,0,12,0,14,0
STRG.4114,11148,13959,16592,18290,8044
STRG.4117,49,0,25,62,14
STRG.4116,19,5,11,40,9
STRG.4119,19,0,15,14,17
STRG.4118,56,26,43,37,58
Pocillopora_meandrina_HIv1___RNAseq.g15725.t1,0,0,22,0,0
Pocillopora_meandrina_HIv1___TS.g29086.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16783.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23574.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15988.t1,0,0,0,0,0
STRG.14238,16,55,34,68,26
STRG.14239,2710,2358,3642,3188,1587
STRG.14236,206,372,227,241,147
STRG.14237,75,108,44,23,0
STRG.14234,65,25,37,17,48
STRG.10106,388,306,401,198,117
STRG.14232,92,221,30,46,59
STRG.14233,24,59,11,43,52
STRG.14230,146,563,331,440,119
STRG.14231,691,1181,1110,2226,725
Pocillopora_meandrina_HIv1___RNAseq.g5427.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29088.t1,0,0,2,0,0
Pocillopora_meandrina_HIv1___TS.g27971.t1,0,28,46,8,0
STRG.16775,1469,3036,2428,2674,1333
STRG.14580,129,423,399,97,295
STRG.14581,137,60,45,66,2
STRG.14582,42,82,59,111,45
STRG.14583,197,309,145,453,80
STRG.14584,532,1160,1450,1487,291
STRG.14585,96,81,124,146,6
STRG.14586,148,198,841,167,190
STRG.14587,108,146,226,172,0
STRG.14588,559,1140,972,781,190
STRG.14589,104,106,232,103,204
Pocillopora_meandrina_HIv1___RNAseq.g4908.t1,0,18,4,24,24
Pocillopora_meandrina_HIv1___RNAseq.g5778.t1,0,28,0,57,41
Pocillopora_meandrina_HIv1___RNAseq.g10205.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16355.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2898.t1,0,0,0,2,0
STRG.15189,305,128,219,141,84
STRG.8769,5,9,33,45,44
STRG.15187,190,252,415,227,249
STRG.8767,381,310,238,335,128
STRG.15185,2,3,5,42,8
STRG.8765,4159,4877,4656,5164,1969
STRG.15183,178,225,93,276,58
STRG.8763,524,299,388,333,112
STRG.8760,164,93,193,93,71
STRG.8761,259,469,284,369,247
STRG.6603,5779,3917,6588,5000,1596
STRG.6602,1200,1493,3177,1894,1583
STRG.6601,12,0,0,18,4
STRG.6600,1729,1944,727,3698,1358
STRG.6607,374,287,397,198,104
STRG.6606,189,109,178,72,131
STRG.6605,521,397,660,393,247
STRG.6604,207,256,314,328,272
STRG.6609,37703,39566,43476,39846,32945
STRG.6608,129,152,404,132,158
STRG.2513,11,0,19,15,22
STRG.2512,74,139,56,192,147
STRG.2511,1449,1157,1615,982,652
STRG.2510,959,692,1217,1328,129
STRG.2517,1845,1363,1761,1890,756
STRG.2516,271,686,846,891,1620
STRG.2515,20,0,0,20,32
STRG.2514,26,0,0,0,0
STRG.2519,25,69,89,0,73
STRG.2518,799,751,691,934,275
Pocillopora_meandrina_HIv1___RNAseq.g9126.t1,0,0,0,0,0
STRG.12326,621,1053,909,1263,215
STRG.12327,300,980,474,807,133
STRG.12324,2675,2169,4116,3543,1697
STRG.12325,5864,4718,5834,5375,2655
STRG.12322,54402,38214,72859,54430,40584
STRG.12323,4787,18198,29690,32667,11094
STRG.12320,2,0,15,1,2
STRG.12321,633,249,595,323,235
STRG.12328,184,743,101,630,115
STRG.12329,18184,7845,28719,12692,3670
Pocillopora_meandrina_HIv1___RNAseq.g16357.t1,0,0,70,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17003.t1,0,0,798,791,549
Pocillopora_meandrina_HIv1___RNAseq.g27848.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9101.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24598.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18449.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12421.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28798.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28798.t1b,0,0,0,0,0
STRG.1372,2566,1610,3204,2498,1002
STRG.18673,1340,905,2355,1798,1665
STRG.1370,136,192,264,256,279
STRG.1371,48,135,113,42,65
STRG.1376,2,8,13,19,0
STRG.18677,737,441,1562,886,438
STRG.1374,2931,6622,4878,5157,2414
STRG.1375,1672,2865,2872,2803,891
STRG.1378,203,247,167,213,149
STRG.1379,615,316,219,413,325
Pocillopora_meandrina_HIv1___RNAseq.g4557.t1,0,0,33,0,8
Pocillopora_meandrina_HIv1___RNAseq.g25388.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17735.t1,0,0,0,0,0
STRG.802,31,61,132,43,19
STRG.803,5276,2946,5437,4134,3002
STRG.800,1794,1373,2425,1824,1013
STRG.801,13,26,0,30,0
STRG.806,1798,709,2371,1269,873
STRG.807,54,13,42,0,29
STRG.804,649,1030,1157,987,518
STRG.805,1598,563,1683,1023,750
STRG.808,404,257,465,212,142
STRG.809,192,163,147,94,17
STRG.5989,1428,1422,2260,2341,617
STRG.5988,15,132,184,163,8
STRG.5985,1,4,2,7,2
STRG.5984,340,383,519,434,1658
STRG.5987,10,0,25,0,0
STRG.5986,69,136,350,246,278
STRG.5981,7,1460,130,2530,42
STRG.5980,4499,3592,5995,5183,2432
STRG.5983,2063,1402,1489,1731,508
STRG.5982,33,3,10,35,9
Pocillopora_meandrina_HIv1___RNAseq.g4555.t1,0,0,0,0,0
STRG.19490,1865,1083,2195,1451,459
STRG.13747,7266,6355,7297,6621,3490
STRG.16510,465,151,811,384,108
STRG.13745,798,771,1384,876,382
STRG.13744,8,59,29,31,8
STRG.16515,121,954,306,656,175
STRG.16514,302,791,480,634,364
STRG.13741,1780,1230,2142,1659,106
STRG.13740,12,49,17,37,85
STRG.16519,13,767,1136,818,0
STRG.16518,180,84,29,29,201
STRG.13749,3175,2089,4485,1828,1047
STRG.13748,4040,1264,4299,2318,1301
Pocillopora_meandrina_HIv1___TS.g24861.t1,0,0,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g17689.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3584.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22546.t1,0,1,2,28,5
STRG.20914,1397,1662,1044,1227,435
STRG.20915,2,0,504,0,0
STRG.20916,1535,453,2164,500,320
STRG.20917,14,88,35,0,25
STRG.20910,2031,1043,2163,1634,1026
STRG.20911,424,224,589,231,201
STRG.20912,3337,5055,4771,9427,1681
STRG.20913,32,74,87,130,34
STRG.20918,537,498,572,442,631
STRG.20919,175,175,162,236,196
Pocillopora_meandrina_HIv1___TS.g22669.t1,0,0,0,0,0
STRG.5329,343,262,140,290,186
STRG.5328,75,170,45,93,6
STRG.5321,450,415,295,418,397
STRG.5320,149,90,42,33,75
STRG.5323,4984,4390,5022,5216,2133
STRG.5322,746,1688,496,1713,562
STRG.5325,2,0,15,0,0
STRG.5324,356,240,213,444,202
STRG.5327,118,21,72,44,40
STRG.5326,59,190,96,189,39
STRG.15969,13480,11020,23929,14153,5172
STRG.19234,2542,1661,3856,6574,3051
STRG.19237,828,1945,2165,2504,2071
STRG.19236,20,15,47,0,25
STRG.6988,1107,1356,1801,1392,1773
STRG.19230,293,1195,1119,284,182
STRG.19233,1592,1397,1461,1664,993
STRG.19232,276,444,663,246,324
STRG.6984,99,99,70,246,129
STRG.15960,4880,3372,5548,5649,1748
STRG.15963,524,963,403,642,351
STRG.15962,6379,4923,6024,4717,2101
STRG.15965,86,267,482,498,322
STRG.19238,2347,1520,5326,2526,2116
STRG.6982,23470,5239,29933,23340,5096
STRG.6983,1508,1205,1788,1452,498
Pocillopora_meandrina_HIv1___TS.g11749.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25733.t1,0,0,0,0,0
STRG.374,545,709,479,629,226
STRG.375,410,1122,1021,746,696
STRG.376,1141,774,2517,1247,729
STRG.377,576,634,1283,840,303
STRG.370,73,88,128,52,27
STRG.371,265,441,196,354,188
STRG.372,399,363,775,620,371
STRG.373,521,548,505,620,394
Pocillopora_meandrina_HIv1___RNAseq.g19728.t1,0,43,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18325.t1a,0,4,31,22,6
STRG.378,2029,582,1497,1029,843
STRG.379,160,585,326,657,227
Pocillopora_meandrina_HIv1___RNAseq.g29082.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g14495.t1b,0,0,0,0,50
Pocillopora_meandrina_HIv1___TS.g14495.t1a,0,0,0,0,219
Pocillopora_meandrina_HIv1___RNAseq.g12659.t1,0,81,527,0,22
Pocillopora_meandrina_HIv1___RNAseq.g21242.t1,0,0,0,0,0
STRG.10214,1,40,0,0,68
STRG.10215,96,618,174,172,237
STRG.10216,143,0,0,0,0
STRG.10217,299,765,949,837,299
STRG.10210,1597,1873,770,1972,865
STRG.10211,52625,36384,43515,68899,43266
STRG.10212,423,419,449,490,261
STRG.10213,129,292,116,101,224
Pocillopora_meandrina_HIv1___RNAseq.g8907.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8907.t1b,0,0,0,0,0
STRG.10218,105,166,473,307,500
STRG.10219,138,98,292,68,140
STRG.21355,35,568,60,87,11
STRG.21354,247,348,512,246,50
STRG.21357,154,84,0,0,0
STRG.3449,93,141,128,391,66
STRG.21351,76,18,85,17,0
STRG.21350,926,1567,1603,925,221
STRG.21353,23,6,22,65,14
STRG.21352,10,26,27,0,5
STRG.3442,89,32,111,56,0
STRG.3443,258,326,583,576,158
STRG.3440,35,44,27,0,0
STRG.3441,344,319,463,536,351
STRG.3446,10,19,0,10,3
STRG.21358,29,464,782,448,331
STRG.3444,1859,2650,4586,3102,2227
STRG.3445,761,714,982,1095,665
Pocillopora_meandrina_HIv1___RNAseq.g6406.t1,0,0,0,0,0
STRG.1637,86,282,257,170,170
STRG.18938,3955,6356,9226,1493,1726
Pocillopora_meandrina_HIv1___RNAseq.g24931.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4194.t1,0,0,0,35,36
STRG.13515,163,117,114,22,61
Pocillopora_meandrina_HIv1___RNAseq.g19496.t1,0,0,0,0,0
STRG.1639,339,883,188,279,123
Pocillopora_meandrina_HIv1___RNAseq.g4022.t2,0,0,0,0,0
STRG.18936,4,1,2,7,1
Pocillopora_meandrina_HIv1___RNAseq.g27276.t1,0,0,0,0,0
STRG.8249,268,309,248,161,144
STRG.8248,97,101,90,177,143
STRG.7219,75,306,40,97,85
Pocillopora_meandrina_HIv1___RNAseq.g27489.t1,0,0,0,11,0
Pocillopora_meandrina_HIv1___RNAseq.g19494.t1,0,0,0,0,0
STRG.5135,96,144,260,469,438
STRG.8241,1674,1864,1871,3146,510
STRG.7212,43,164,84,35,10
STRG.7211,121,491,104,120,72
STRG.7210,912,587,871,856,398
STRG.8245,306,320,550,309,72
STRG.8244,1256,1203,1813,954,397
STRG.8247,1696,642,3057,2277,1937
STRG.8246,735,793,934,1231,436
STRG.9454,198,462,256,388,134
STRG.9453,43,12,10,70,11
STRG.5131,11,42,77,6,8
STRG.7024,203,128,409,134,1404
STRG.20008,354,342,400,183,170
STRG.20009,4591,1539,5931,8317,572
STRG.9451,149730,107176,138490,117191,63645
STRG.8033,5,0,22,0,0
STRG.20002,261,150,601,490,86
STRG.20003,355,280,438,201,72
STRG.20000,34,94,16,20,79
STRG.20001,275,178,272,374,432
STRG.20006,82,134,78,16,68
STRG.20007,109,263,190,476,22
Pocillopora_meandrina_HIv1___TS.g28439.t1,0,0,0,0,0
STRG.20005,80,91,74,297,296
STRG.7027,627,731,669,800,348
STRG.7020,350,609,309,286,131
Pocillopora_meandrina_HIv1___RNAseq.g27306.t1,0,0,0,46,0
STRG.8037,8,0,4,133,2
STRG.6852,8,77,60,43,17
Pocillopora_meandrina_HIv1___RNAseq.g12912.t1,0,0,0,0,2
STRG.8034,82,174,189,87,20
STRG.15872,197,157,233,103,284
Pocillopora_meandrina_HIv1___RNAseq.g2273.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22544.t1,0,0,32,0,2
STRG.8035,1,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17649.t1,0,3,3,0,0
STRG.15871,76,40,63,78,11
STRG.10342,322,891,210,1881,319
STRG.15870,295,600,411,435,230
Pocillopora_meandrina_HIv1___RNAseq.g2273.t1c,0,63,8,96,90
STRG.15877,72303,49854,56797,61292,31980
STRG.9458,208,253,137,342,151
STRG.15876,23,40,0,90,38
STRG.6854,46,40,48,33,0
STRG.6855,792,559,920,1497,709
Pocillopora_meandrina_HIv1___RNAseq.g3572.t1,0,0,0,0,0
STRG.15879,234,223,182,259,143
Pocillopora_meandrina_HIv1___RNAseq.g25173.t1,0,0,40,0,0
STRG.6859,1108,1010,1213,802,696
Pocillopora_meandrina_HIv1___RNAseq.g26824.t1,0,0,0,0,0
STRG.6168,414,566,691,515,168
STRG.6169,1054,524,1523,679,1034
STRG.6162,732,670,1061,1125,709
STRG.6163,2000,1969,2866,2476,1070
STRG.6160,3579,19665,8948,9997,4813
STRG.6161,438,6570,1621,2807,1847
STRG.6166,254,723,1435,1034,590
STRG.6167,2273,945,2215,1202,565
STRG.6164,2391,2667,3978,3683,1980
STRG.6165,2681,6516,8110,8850,2784
Pocillopora_meandrina_HIv1___RNAseq.g1684.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26744.t1,0,6,0,1,0
Pocillopora_meandrina_HIv1___TS.g25202.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g11166.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25929.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13846.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13129.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8127.t1,0,39,43,36,24
STRG.18881,18,33,24,12,22
STRG.18880,141,159,230,265,0
STRG.18883,6,16,0,1,17
STRG.18882,4298,3036,3961,6675,5396
STRG.18885,553,384,538,720,177
STRG.18884,743,292,1311,429,627
STRG.18887,234,65,210,313,138
STRG.18886,295,320,299,681,296
STRG.18889,21,49,15,49,14
STRG.18888,935,696,925,1113,417
Pocillopora_meandrina_HIv1___TS.g28883.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24359.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g6759.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7514.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29693.t1,0,11,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6379.t1,0,0,52,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6404.t1,0,0,0,0,0
STRG.7043,3882,987,5622,1788,732
Pocillopora_meandrina_HIv1___RNAseq.g27973.t1,0,24,35,0,7
Pocillopora_meandrina_HIv1___RNAseq.g25336.t1,0,18,4,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11090.t1,0,17,20,56,0
Pocillopora_meandrina_HIv1___RNAseq.g23040.t1,0,14,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9244.t1b,0,0,0,5,0
Pocillopora_meandrina_HIv1___RNAseq.g11913.t1,0,0,0,0,2
Pocillopora_meandrina_HIv1___RNAseq.g2838.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12366.t1,0,81,87,25,75
Pocillopora_meandrina_HIv1___RNAseq.g24316.t1,0,3,19,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29691.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g28670.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21943.t1,0,0,6,0,0
STRG.13268,1565,822,2167,1626,490
STRG.13269,113,171,173,74,89
STRG.13264,45,158,49,86,70
STRG.13265,41046,90855,60545,88020,50690
STRG.13266,6447,5384,7554,5801,3418
STRG.13267,36,11,0,0,30
STRG.13260,20404,18556,20972,21060,13486
STRG.13261,3677,2876,4896,2919,1379
STRG.13262,223,118,205,249,61
STRG.13263,4518,2976,4097,3984,2997
STRG.21134,334,190,452,345,156
Pocillopora_meandrina_HIv1___TS.g6955.t1,0,0,0,0,20
STRG.21133,467,307,40,204,49
Pocillopora_meandrina_HIv1___RNAseq.g18215.t1,0,0,0,0,0
STRG.10349,53,0,0,20,44
STRG.10346,139,462,61,201,282
Pocillopora_meandrina_HIv1___RNAseq.g29452.t1,0,19,0,21,0
Pocillopora_meandrina_HIv1___TS.g8391.t1,0,3,53,0,15
Pocillopora_meandrina_HIv1___RNAseq.g22495.t1,0,0,44,0,0
STRG.21139,2443,1578,747,1824,1209
Pocillopora_meandrina_HIv1___TS.g17536.t1,0,11,0,0,0
STRG.10343,579,402,457,276,450
Pocillopora_meandrina_HIv1___RNAseq.g18443.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g17514.t1,0,52,135,129,38
Pocillopora_meandrina_HIv1___RNAseq.g12469.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3071.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14601.t1,0,0,0,22,0
Pocillopora_meandrina_HIv1___RNAseq.g8162.t1,0,0,40,14,0
Pocillopora_meandrina_HIv1___RNAseq.g8562.t1,0,56,6,77,0
Pocillopora_meandrina_HIv1___RNAseq.g27671.t1,0,37,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19519.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6030.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8560.t1,0,15,0,89,0
Pocillopora_meandrina_HIv1___RNAseq.g16663.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8291.t1,0,0,0,16,5
Pocillopora_meandrina_HIv1___RNAseq.g11614.t1,0,1,2,0,0
Pocillopora_meandrina_HIv1___RNAseq.26632_t,0,350,0,0,0
STRG.1090,1552,1595,2323,2063,1530
STRG.2437,658,695,905,617,961
Pocillopora_meandrina_HIv1___TS.g17977.t1,0,0,0,0,0
STRG.7683,231,943,239,1450,210
Pocillopora_meandrina_HIv1___RNAseq.g29062.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g25423.t1,0,12,12,13,0
Pocillopora_meandrina_HIv1___RNAseq.g21458.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13149.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11466.t1,0,0,28,38,11
Pocillopora_meandrina_HIv1___RNAseq.g21979.t1,0,2,3,12,0
Pocillopora_meandrina_HIv1___RNAseq.g29254.t1,0,5,0,0,0
STRG.9974,1259,546,1260,1042,469
STRG.9975,35,35,47,73,0
STRG.9976,34,89,27,11,10
STRG.9977,41,18,10,3,55
STRG.9970,3886,1898,4551,2899,1219
STRG.9971,18,12,18,6,9
STRG.9972,7,15,11,0,0
STRG.9973,2,0,19,17,0
Pocillopora_meandrina_HIv1___RNAseq.g6135.t1,0,0,6,0,0
STRG.9978,2,25,24,0,15
STRG.9979,1292,903,1611,624,874
Pocillopora_meandrina_HIv1___RNAseq.g12079.t1,0,0,0,0,0
STRG.9582,40,0,0,15,0
Pocillopora_meandrina_HIv1___RNAseq.g12018.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17009.t1,0,15,3933,0,0
Pocillopora_meandrina_HIv1___TS.g11479.t1,0,1,0,0,0
Pocillopora_meandrina_HIv1___TS.g12556.t1,0,23,16,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25676.t1,0,0,0,0,0
STRG.4838,17,39,9,27,11
STRG.4839,37,16,0,32,0
STRG.4836,196,733,426,666,355
STRG.4837,217,123,163,235,112
STRG.4834,3328,3115,3521,3329,2097
STRG.4835,533,327,478,360,493
STRG.4832,113,98,0,0,0
STRG.4833,519,404,866,362,145
STRG.4830,33,37,74,17,48
STRG.4831,163,116,46,153,143
Pocillopora_meandrina_HIv1___RNAseq.g15003.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18003.t1,0,44,17,130,92
STRG.9350,5100,6008,9889,10175,4079
STRG.9351,680,680,1150,1389,300
STRG.9352,198,176,136,298,21
STRG.9353,1012,2474,1501,1725,919
Pocillopora_meandrina_HIv1___RNAseq.g14367.t1,0,0,0,0,0
STRG.9355,140,11,93,48,0
STRG.9356,258,47,89,249,80
STRG.9357,193,41,269,108,87
STRG.9358,116,95,102,106,98
STRG.9359,455,449,467,622,228
Pocillopora_meandrina_HIv1___RNAseq.g1281.t1,0,68,48,2,55
Pocillopora_meandrina_HIv1___RNAseq.g19743.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11555.t1,0,51,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14365.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22592.t1,0,0,12,0,0
STRG.17958,37,64,35,30,32
STRG.17959,47,29,152,16,141
STRG.17956,12,331,209,10,86
STRG.17957,127,76,252,234,8
STRG.17954,442,2781,1560,952,855
STRG.17955,439,762,1250,665,357
STRG.17952,20,0,0,13,0
STRG.17953,60,33,113,68,43
STRG.17950,21,27,104,12,9
STRG.17951,20,29,56,94,75
Pocillopora_meandrina_HIv1___RNAseq.g849.t1,0,7,24,31,30
Pocillopora_meandrina_HIv1___RNAseq.g18001.t1,0,0,0,0,0
STRG.969,123,121,193,124,126
STRG.968,346,205,440,474,76
